birthyear,birthSex,ethnicityomb,raceomb_002,dscore,Mn_RT_all_3467,N_3467,PCT_error_3467,pct_300,pct_400,pct_2K,pct_3K,pct_4K,assocareer,assofamily,impcareer,impfamily,num_childunder18,anninc,percentanninc,primary1,num_primary1a,secondary1,num_secondary1a,surnameused,Mn_RT_all_3,Mn_RT_all_4,Mn_RT_all_6,Mn_RT_all_7,Mn_RT_correct_3,Mn_RT_correct_4,Mn_RT_correct_6,Mn_RT_correct_7,N_ERROR_3,N_ERROR_4,N_ERROR_6,N_ERROR_7,countrycit_num,countryres_num,edu,edu_14,politicalid_7,religion2014,religionid
1976,1,2,6,0.579324092,1161.983333,120,7.5,0,0,5,3.333333333,0.833333333,4,4,4,5,1,8,8,1,2,1,1,0,1456.263158,1080.425,1034.35,889.275,1290.5,1005.567568,1034.35,873.025641,5,3,0,1,1,1,7,7,4,6,3
1993,2,2,6,0.57933411,1099.366667,120,16.66666667,0,0,10,3.333333333,0,6,4,4,5,2,6,4,1,1,2,1,0,1751.05,1054.05,800.1,968.475,1562.764706,849.1875,727.9444444,837.5454545,3,8,2,7,1,1,8,8,6,2,3
1977,2,2,6,0.579350135,1005.516667,120,4.166666667,0,0,5,0.833333333,0,5,4,4,5,1,8,8,1,1,2,1,4,911.85,850.2,1121.35,1149.75,911.85,830.3846154,1036.666667,1115.526316,0,1,2,2,1,1,9,9,6,3,2
2000,2,2,6,0.579508006,801.9,120,5,0,0,0.833333333,0,0,4,4,5,5,2,8,1,1,1,2,1,0,811.85,620.65,885.9,936.175,811.85,620.65,867.7222222,856.8611111,0,0,2,4,1,1,5,5,4,2,2
1985,1,2,6,0.579545416,816.825,120,12.5,0,0,0.833333333,0,0,7,2,4,4,1,9,9,1,1,2,1,0,761.95,698.125,918.05,912.35,708.1764706,690.4358974,877.4444444,717.9032258,3,1,2,9,1,1,7,7,6,3,3
1997,1,2,6,0.579584743,1382.325,120,15,0,0,16.66666667,3.333333333,1.666666667,4,4,5,5,2,6,2,1,1,4,1,2,1232.25,1181.225,2177.35,1260.95,1209.176471,1175.138889,2038.625,1178.818182,3,4,4,7,1,1,5,5,4,2,3
1990,2,2,6,0.579585665,1795.65,120,19.16666667,2.5,2.5,27.5,15,7.5,4,2,4,4,2,7,6,1,1,2,1,1,1222.947368,1109.897436,2370.55,1702.35,1222.947368,831.2,2063.933333,1379.818182,0,9,5,7,1,1,11,11,6,7,2
1986,1,2,6,0.579613438,734.7166667,120,5.833333333,0,0,0,0,0,4,4,4,4,2,3,11,1,1,2,1,0,733.25,639.2,896.15,750.25,733.25,624.5897436,832.3333333,705.2777778,0,1,2,4,1,1,12,12,7,7,1
2001,2,1,6,0.579657612,935.4083333,120,11.66666667,0,0,4.166666667,0.833333333,0,5,3,5,4,2,3,2,1,1,2,1,0,843.3,755.4,1103.9,1077.225,811.2631579,726.027027,937.625,984.8529412,1,3,4,6,1,1,5,5,6,2,3
1998,2,2,6,0.57966892,696.35,120,2.5,0,0,0.833333333,0,0,4,4,5,4,2,8,1,1,1,2,1,0,893,700.775,646.25,618.65,816.6315789,689,646.25,608.7435897,1,1,0,1,1,1,5,5,6,2,2
2005,2,2,6,0.579889427,743.5916667,120,8.333333333,0,0,0.833333333,0,0,5,3,3,3,2,9,1,1,2,2,1,0,943.25,731.675,615.45,719.75,932.6315789,720.7105263,605.8421053,693.4705882,1,2,1,6,1,1,2,2,7,7,1
1978,2,1,7,0.579935668,1317.991667,120,15.83333333,0,0,13.33333333,7.5,2.5,4,4,4,5,1,4,5,1,1,2,1,0,1855.65,1451.8,1302.55,923.075,1676.785714,1468.694444,982.375,895.9428571,6,4,4,5,1,1,7,7,6,2,3
1998,2,2,6,0.579987258,771.6416667,120,3.333333333,0,0,1.666666667,0.833333333,0.833333333,6,2,4,5,2,1,1,1,1,2,1,0,734.1,588.25,1152.05,783.6,734.1,588.25,947.5263158,682.9189189,0,0,1,3,1,1,8,8,5,7,1
1979,2,3,6,0.580145793,1109.533333,120,6.666666667,0,0,6.666666667,3.333333333,0.833333333,4,3,3,5,1,3,3,1,2,2,1,4,1725.3,1055.8,916.35,951.975,1458.266667,1052.717949,895.2105263,932.2307692,5,1,1,1,1,1,6,6,1,3,4
1994,1,2,6,0.580236554,868.0916667,120,8.333333333,0,0,4.166666667,0,0,5,3,4,4,2,2,11,1,1,2,1,0,785.4,715.25,1011.45,990.6,773.2105263,689.5135135,983.2352941,928.8108108,1,3,3,3,1,1,5,5,5,7,2
1983,2,2,6,0.580258134,912.8666667,120,4.166666667,0,0,3.333333333,0.833333333,0.833333333,4,4,5,5,2,2,11,1,1,2,1,0,759,696.95,994.55,1164.875,737,696.95,967.0555556,1145.736842,1,0,2,2,1,1,6,6,4,3,1
1986,2,2,6,0.580346497,744.4916667,120,2.5,0,5.833333333,0.833333333,0.833333333,0.833333333,5,3,3,4,1,11,7,1,2,2,1,0,1184.75,705.6,633,619,925.8823529,705.6,633,619,3,0,0,0,1,1,10,10,6,2,2
1988,2,2,6,0.580356375,927.2333333,120,5,0,0,1.666666667,0.833333333,0.833333333,4,4,2,3,1,2,6,1,2,2,1,4,791.55,804.025,1293.65,935.075,791.55,735.4473684,1295.666667,931.0526316,0,2,2,2,1,1,13,13,4,7,1
2001,2,3,3,0.5805832,1659.908333,120,5,0,0,25.83333333,7.5,2.5,1,1,5,5,2,5,5,2,1,1,2,1,1888.15,1161.675,2134.05,1806.95,1864.473684,1122.868421,1979.944444,1792.666667,1,2,2,1,100,39,4,4,4,4,4
1997,2,1,6,0.580593077,1131.783333,120,10.83333333,0,0,9.166666667,2.5,1.666666667,5,3,5,5,2,3,2,1,2,2,1,0,1131.9,801.1,1607.15,1224.725,1031.352941,748.7027027,1408.764706,1195.972222,3,3,3,4,1,1,5,5,5,7,1
1974,2,2,6,0.580651215,960.3583333,120,0.833333333,0,0,1.666666667,0.833333333,0,4,4,4,5,1,10,7,1,2,2,1,0,1120.3,1072.825,982.75,756.725,1120.3,1018.74359,982.75,756.725,0,1,0,0,1,1,9,9,3,3,2
2000,2,1,6,0.580664196,1044.633333,120,5.833333333,0,0,8.333333333,4.166666667,1.666666667,6,2,5,5,2,1,2,1,1,4,1,1,1042.35,718.15,1785.45,1001.85,1042.35,682.8157895,1637.235294,991.3947368,0,2,3,2,1,1,5,5,4,3,2
1965,1,2,6,0.580728027,911.8083333,120,13.33333333,0.833333333,0.833333333,1.666666667,0,0,6,2,4,4,1,11,11,1,1,2,1,0,772.05,843.25,1078.55,966.875,725.2777778,748.3333333,917.2666667,914.8285714,2,4,5,5,1,1,14,14,2,2,3
1972,1,1,6,0.580808215,1381.208333,120,2.5,0,0,18.33333333,5,0.833333333,6,4,4,5,2,10,11,1,2,2,1,1,1230.35,1151.025,1954.85,1400,1195.157895,1151.025,1954.85,1361.973684,1,0,0,2,200,200,7,7,3,2,3
1986,1,2,6,0.580820942,893.3833333,120,6.666666667,0,1.666666667,3.333333333,0,0,5,3,4,4,2,11,11,1,2,2,1,0,770.75,774.9,951.1,1044.325,770.75,719.3513514,904.6842105,996.4444444,0,3,1,4,1,1,7,7,6,6,2
1975,1,2,6,0.580852129,1093.4,120,9.166666667,0,0,5.833333333,0.833333333,0,4,3,5,5,1,11,10,1,1,2,1,0,1437.45,1128.8,1044.55,910.4,1382.388889,1127.368421,1035.315789,838.5294118,2,2,1,6,39,39,5,5,5,7,1
1971,2,2,3,0.580859475,736.1166667,120,5.833333333,0,0,0.833333333,0,0,6,1,4,5,1,8,5,1,2,5,2,0,797.15,587.45,931.25,756.7,661.8333333,587.45,857,701.5675676,2,0,2,3,170,224,5,5,5,7,1
2006,2,2,6,0.580910336,780.325,120,8.333333333,0,9.166666667,5,2.5,1.666666667,4,4,4,4,2,10,1,1,1,2,1,0,557.5,665.425,1149.2,822.2,557.5,661.1282051,1157.222222,739.3939394,0,1,2,7,1,1,1,1,3,2,3
1996,2,2,8,0.581035341,612.0166667,120,0,0,0,0,0,0,4,4,5,4,2,3,4,1,1,2,1,0,743.05,597.925,599.55,566.825,743.05,597.925,599.55,566.825,0,0,0,0,1,1,5,5,2,3,3
1983,1,2,6,0.581093785,827.7666667,120,4.166666667,0,1.666666667,1.666666667,0,0,6,4,3,3,2,3,11,1,1,2,1,0,718.45,719.25,997.2,906.225,718.45,704.3846154,945.4210526,834.1081081,0,1,1,3,1,1,14,14,6,7,2
1997,2,2,6,0.581129925,828.2083333,120,5,0,1.666666667,1.666666667,0.833333333,0,4,4,4,4,2,6,1,1,2,2,1,0,836.6,638.3,964.1,945.975,804.4736842,638.3,934.6111111,933.5675676,1,0,2,3,1,1,5,5,4,2,1
1988,2,2,2,0.581374909,772.75,120,5,0,0,1.666666667,0,0,4,3,3,4,2,3,11,1,1,2,1,1,658.45,697.725,973,804.8,658.45,683.6216216,924.9473684,788.9210526,0,3,1,2,1,1,9,9,3,7,2
1995,2,2,6,0.581400514,646.525,120,10,0,1.666666667,0.833333333,0,0,2,2,4,5,2,2,1,5,1,5,1,0,745.25,694.875,571.95,586.1,730.2352941,672.7428571,541.6111111,577.5,3,5,2,2,1,1,8,8,4,2,2
1982,1,3,3,0.581484766,1351.025,120,6.666666667,0,0,14.16666667,4.166666667,3.333333333,5,3,4,4,1,2,7,1,1,2,1,0,1080.684211,1000.475,2210.9,1162.875,976.2222222,1000.475,1697.647059,1060.918919,1,0,3,3,100,100,9,9,4,4,2
1962,1,2,6,0.581514938,1415.991667,120,0,0,0,9.166666667,1.666666667,0.833333333,5,3,3,4,2,7,9,1,2,2,1,0,1954.1,1398.7,1466.95,1138.75,1954.1,1398.7,1466.95,1138.75,0,0,0,0,1,1,7,7,6,2,2
2000,2,2,6,0.58152594,739.7833333,120,3.333333333,0,0,1.666666667,0,0,5,4,4,5,2,4,1,1,2,2,1,1,710.95,641.275,836.25,804.475,710.95,595.7435897,836.25,770.1621622,0,1,0,3,1,1,5,5,7,7,2
1975,2,2,3,0.581546408,1239.775,120,0.833333333,0,0,5.833333333,0.833333333,0.833333333,5,4,3,5,2,8,11,2,1,1,1,0,1035.95,1078.45,1612.3,1316.75,1035.95,1078.45,1612.3,1302.897436,0,0,0,1,100,100,7,7,4,1,2
2008,1,2,6,0.581573334,1104.358333,120,10.83333333,0,0,6.666666667,1.666666667,0.833333333,2,3,4,5,2,11,1,1,2,2,1,0,1359.4,1213.25,978.55,930.85,1299.222222,1042.833333,933.2777778,902.2285714,2,4,2,5,1,1,1,1,4,5,2
1992,2,2,6,0.581686216,812.7083333,120,5,0,0.833333333,1.666666667,0.833333333,0,5,3,4,5,2,4,8,1,1,2,1,0,818.4,659.8,1080.15,829.05,818.4,655.9230769,1067,797.8055556,0,1,1,4,1,1,14,14,4,7,2
2002,2,2,6,0.581861772,723.5416667,120,13.33333333,0,5.833333333,0.833333333,0,0,5,4,3,4,2,7,2,1,1,2,1,0,727.8,580.075,997.35,727.975,727.8,529.2941176,914.1333333,708.4571429,0,6,5,5,1,1,3,3,4,2,3
1983,2,2,6,0.581980069,1008.208333,120,4.166666667,0,0,4.166666667,0,0,5,3,3,4,2,3,11,1,2,2,1,0,1061.85,826.175,1316.2,1009.425,1061.85,796.1842105,1278.210526,988.2105263,0,2,1,2,225,225,8,8,4,2,2
1977,1,2,6,0.582083996,1732.625,120,14.16666667,0,0,27.5,19.16666667,8.333333333,4,3,4,4,2,5,4,1,2,2,1,0,2496.052632,1801.75,1532.5,1146.95,1981.142857,1641.617647,1333.277778,1130,5,6,2,3,1,1,7,7,4,2,2
1967,2,3,6,0.582105697,1480.016667,120,3.333333333,0,0,15.83333333,3.333333333,0.833333333,4,2,2,4,2,2,11,1,1,2,1,3,1792.894737,1312.95,1207.85,1115.65,1792.894737,1299.435897,1167.105263,1086.052632,0,1,1,2,1,1,7,7,7,7,3
1960,2,2,6,0.582140523,946.025,120,2.5,0,0,6.666666667,0.833333333,0.833333333,4,3,5,5,2,6,11,1,1,2,1,0,1331.95,968.525,907.65,749.75,1295.684211,961.2051282,907.65,730.2564103,1,1,0,1,1,1,7,7,2,3,2
2003,1,2,6,0.582280768,1136.183333,120,10.83333333,0,0.833333333,12.5,3.333333333,0,4,4,5,5,2,9,1,1,1,2,1,0,1012.7,868.45,1418.25,1324.625,990.8333333,857.8571429,1345.722222,1349.166667,2,5,2,4,1,1,3,3,4,7,1
1982,2,2,6,0.582374572,682.4,120,19.16666667,3.333333333,15,0,0,0,4,4,3,4,1,5,4,2,1,1,1,1,606.45,560.4,697.25,834.95,584,520.1944444,593.375,699.9230769,1,4,4,14,153,153,9,9,7,7,1
1989,2,1,7,0.582455993,1771.208333,120,1.666666667,0,0,24.16666667,15.83333333,5.833333333,4,3,4,4,2,5,5,6,2,1,1,0,3210.7,1563.825,1852.65,1218.125,3070.578947,1563.825,1852.65,1204.974359,1,0,0,1,31,1,7,7,4,2,2
1975,1,2,6,0.582535801,960.9916667,120,3.333333333,0,0,6.666666667,1.666666667,0,4,4,5,5,1,11,8,1,1,4,1,1,1343.3,996.525,859.25,785.175,1271.5,996.525,859.25,744.9473684,2,0,0,2,39,39,5,5,7,7,1
1976,2,2,6,0.582549488,1065.1,120,0.833333333,0.833333333,0.833333333,3.333333333,0.833333333,0.833333333,4,1,4,4,2,5,11,1,1,5,2,2,1035.9,789.55,1301.15,1237.225,1035.9,789.55,1301.15,1115.846154,0,0,0,1,1,1,8,8,6,7,1
1986,1,2,6,0.582595772,1279.675,120,0,0,0,10,4.166666667,0.833333333,4,4,3,3,2,3,5,1,1,5,2,1,1994.1,1219.5,1291.05,976.95,1994.1,1219.5,1291.05,976.95,0,0,0,0,106,225,7,7,6,7,2
1978,1,2,6,0.582687111,797.9583333,120,23.33333333,0,0.833333333,0,0,0,5,4,3,4,2,5,11,1,1,2,1,0,735.4,695.9,944.5,858.025,735.4,631.7241379,811.6923077,743.9,0,11,7,10,225,225,9,9,7,7,1
2000,1,2,6,0.582786702,1527.958333,120,5,0,0,17.5,10,5,5,4,4,4,2,2,1,1,2,2,1,0,2512.368421,1369.1,1176.95,1118.2,2432.0625,1369.1,1176.95,1070,3,0,0,2,1,1,5,5,2,7,2
2000,1,2,6,0.582791666,823.65,120,1.666666667,0,0,0,0,0,5,6,4,5,2,9,1,6,2,6,2,0,774.75,739.575,922.85,882.575,774.75,739.575,903.8421053,871.8205128,0,0,1,1,1,1,5,5,7,7,1
1998,2,1,6,0.582902462,1069.5,120,3.333333333,0,0,7.5,4.166666667,2.5,4,4,5,5,2,3,2,1,1,2,2,0,1906.05,1004.025,934.1,784.4,1602.833333,1004.025,934.1,765.9473684,2,0,0,2,1,1,5,5,4,2,3
1960,2,2,6,0.582904444,908.2166667,120,1.666666667,0,0,3.333333333,0,0,7,4,2,4,2,4,4,1,2,2,1,0,867.4,795.15,1235.5,878.05,867.4,777.6410256,1195.052632,878.05,0,1,1,0,82,82,9,9,7,3,2
1992,1,2,6,0.582980965,681.925,120,9.166666667,0,0.833333333,0.833333333,0,0,4,4,3,4,2,3,7,1,1,4,1,1,627.25,595.925,876.5,697.975,627.25,574.8888889,787.0588235,630.5277778,0,4,3,4,1,1,6,6,6,7,1
1999,2,2,6,0.583050278,821.1166667,120,2.5,0,0,0.833333333,0,0,5,3,5,4,2,1,11,1,1,2,1,1,766.25,708.925,910.55,916.025,766.25,697.4615385,873.5789474,908.6153846,0,1,1,1,1,1,5,5,6,7,2
1998,2,2,6,0.583113582,1021.416667,120,5,0,4.166666667,8.333333333,2.5,1.666666667,4,4,4,4,2,1,1,1,2,2,1,0,1214,1180.15,696.65,928.775,1214,1139.282051,673.2105263,928.25,0,1,1,4,1,1,5,5,3,3,3
1962,1,2,6,0.583139932,1401.15,120,5,0,0,13.33333333,6.666666667,1.666666667,4,4,3,5,1,11,11,1,2,2,1,0,2073.157895,1224.875,1063.75,1137.875,2073.157895,1184.051282,1063.75,1052.628571,0,1,0,5,1,1,11,11,6,2,4
1995,2,2,6,0.58340571,614.2583333,120,11.66666667,0,5.833333333,0,0,0,4,4,5,5,2,8,1,1,1,2,1,0,617.15,517.75,770.05,631.425,611.0555556,505.9210526,711,582.9393939,2,2,3,7,1,1,6,6,4,3,1
1990,1,2,8,0.58349412,971.9166667,120,3.333333333,0,3.333333333,5.833333333,2.5,0,5,3,2,3,2,11,2,1,2,2,1,0,1188.4,1124,847.15,773.975,1188.4,1059.263158,847.15,748.6842105,0,2,0,2,1,1,5,5,6,7,1
1980,2,2,6,0.583553821,889.9,120,5.833333333,0,0,4.166666667,0,0,5,4,3,4,1,10,5,1,1,2,1,0,799.85,746.55,1329.55,858.45,708.9473684,738.5128205,1225.647059,822.7631579,1,1,3,2,225,225,9,9,4,7,1
1976,2,2,6,0.583664752,876.5583333,120,6.666666667,0,0,4.166666667,0.833333333,0,6,2,2,5,1,3,3,1,2,4,1,0,689.7,782.725,1027.85,988.175,689.7,759.3947368,847.4117647,937.4324324,0,2,3,3,1,1,6,6,1,3,4
1983,1,2,6,0.583698434,753.0666667,120,1.666666667,0,0,0,0,0,4,3,3,3,2,10,11,1,1,6,2,0,718.75,664.825,890.8,789.6,718.75,664.825,890.8,770.7894737,0,0,0,2,1,1,14,14,5,7,1
1999,2,2,6,0.583919008,579.5416667,120,4.166666667,0,5.833333333,0,0,0,4,3,4,5,2,1,2,1,1,2,1,0,634.2,602.175,541.9,548.4,634.2,593.5897436,531,526.6486486,0,1,1,3,82,82,5,5,6,7,2
1995,1,2,6,0.583987029,1050.183333,120,4.166666667,0,0,6.666666667,0.833333333,0,4,3,5,4,2,4,11,1,1,2,1,0,897.35,942.675,1370.15,1074.125,897.35,877.5675676,1370.15,1060.315789,0,3,0,2,153,225,11,11,6,7,1
1994,1,2,5,0.58399577,765.8166667,120,5.833333333,0,0,0,0,0,4,6,5,5,2,1,2,5,2,1,1,1,718.55,657.275,824.15,868.825,669.6315789,618.6315789,798.2105263,851.3243243,1,2,1,3,83,83,7,7,4,3,4
1997,2,1,6,0.584017191,841.1,120,9.166666667,0,1.666666667,1.666666667,0,0,5,3,4,3,2,3,9,1,1,2,1,3,657.7,801.275,1016,885.175,599.6111111,684.8648649,922.4444444,843.25,2,3,2,4,1,1,8,8,6,7,1
1988,2,2,6,0.584042386,6381.991667,120,25.83333333,0,0,15.83333333,10.83333333,6.666666667,6,6,4,4,2,5,5,1,2,1,2,1,1527.85,949.675,2402.444444,1319.717949,1261.117647,946.7435897,1546,1018.571429,3,1,6,18,12,1,9,9,3,2,3
1982,2,2,6,0.58416629,749.975,120,3.333333333,0,0,3.333333333,0,0,4,3,4,5,1,11,9,1,2,2,1,0,955.65,813.75,710.25,603.225,876.9473684,774.3846154,690.2631579,600.3846154,1,1,1,1,1,1,11,11,6,7,1
1985,1,2,8,0.584195073,769.975,120,1.666666667,0,0,1.666666667,1.666666667,0.833333333,5,4,4,4,1,4,1,1,1,2,1,0,1240.95,702.475,719.2,627.375,1082.526316,688.9487179,719.2,627.375,1,1,0,0,1,1,6,6,6,7,1
1992,2,2,6,0.584237948,1318.3,120,6.666666667,0,1.666666667,22.5,7.5,3.333333333,6,1,5,5,2,2,11,1,1,5,2,0,2461.15,1148.775,728.2,1211.45,2474.388889,1151.307692,728.2,1081.2,2,1,0,5,1,1,8,8,3,5,2
1977,2,1,6,0.584255208,1252.866667,120,10,0,0,20,7.5,1.666666667,4,4,4,5,1,8,5,1,1,2,1,1,1126.2,926.925,1777.15,1380,1126.2,808.5526316,1681.352941,1239.909091,0,2,3,7,48,48,12,12,6,2,2
1995,2,2,6,0.584274522,1409.483333,120,3.333333333,0,0,16.66666667,4.166666667,0,4,4,4,5,2,2,11,1,2,2,1,0,1348.8,1179.1,1817.6,1466.15,1348.8,1159.210526,1817.6,1412.026316,0,2,0,2,1,1,4,4,6,2,3
1997,2,2,6,0.584415215,964.175,120,1.666666667,0,0.833333333,2.5,0,0,4,4,4,5,2,11,1,1,2,2,1,0,928.05,796.2,1097.7,1083.45,928.05,788.5897436,1097.7,1078.948718,0,1,0,1,1,1,9,9,4,2,3
2000,2,2,6,0.584518791,796.35,120,8.333333333,0,0,3.333333333,1.666666667,0,4,2,5,4,2,3,1,1,1,2,2,1,617.6,693.025,1122.3,826.075,617.6,629.1081081,998.2777778,784.2857143,0,3,2,5,34,34,4,4,4,7,1
1978,1,3,2,0.584520787,2070.033333,120,3.333333333,0,0,30.83333333,17.5,12.5,5,2,3,4,2,5,11,5,2,5,2,4,1481.3,1454.725,2455.4,2121.236842,1413.842105,1323.026316,2455.4,1954.540541,1,2,0,1,100,100,7,7,4,4,3
1975,1,1,6,0.584567707,1145.616667,120,5,0,0,9.166666667,2.5,0.833333333,4,4,5,5,2,7,9,5,1,5,1,1,1679.95,1163.8,1079.7,893.225,1664.947368,1064.447368,897.9411765,893.225,1,2,3,0,11,82,7,7,5,7,1
1992,2,2,6,0.584644397,812.8416667,120,5.833333333,0,0.833333333,2.5,0,0,5,3,4,4,2,4,8,1,1,2,1,0,996.6,845.3,747.2,721.325,996.6,732,747.2,692.6216216,0,4,0,3,225,225,9,9,7,7,1
1973,2,2,3,0.584644705,1658.916667,120,0.833333333,0,0,23.33333333,13.33333333,7.5,4,7,3,5,2,11,7,1,1,2,1,1,2115.9,2114.95,1517.75,1044.975,2115.9,1934.769231,1517.75,1044.975,0,1,0,0,100,192,7,7,6,7,1
1997,2,1,7,0.584649942,1366.633333,120,3.333333333,0,0,12.5,6.666666667,1.666666667,4,4,4,4,2,2,2,2,1,1,1,4,1206.5,1092.75,2205.9,1300.95,1206.5,1092.75,2209.411765,1246.641026,0,0,3,1,139,1,4,4,4,3,3
1959,2,2,6,0.58467166,1261.175,120,7.5,0,0,15,3.333333333,0.833333333,2,4,2,4,2,5,7,1,2,2,1,0,1386.95,1624.75,1321.7,804.45,1209,1410.848485,1321.7,804.45,2,7,0,0,1,1,5,5,5,5,2
1987,2,3,6,0.584731805,880.6583333,120,5,0,0,1.666666667,0.833333333,0.833333333,4,3,5,4,2,8,6,1,1,2,1,1,777.3,677.05,1007.263158,766.7,714.5555556,663.5641026,899.0588235,766.7,2,1,2,0,75,39,9,9,6,7,2
2001,2,2,6,0.584770991,674.225,120,12.5,0,1.666666667,0,0,0,3,5,3,4,2,1,2,1,1,2,1,0,836.95,666.375,625,625.325,799.6666667,632.7222222,615.5263158,567.34375,2,4,1,8,1,1,4,4,1,7,1
1989,2,2,6,0.58507677,806.2416667,120,5,0,0.833333333,1.666666667,1.666666667,0.833333333,4,2,4,5,2,3,11,1,1,2,1,0,1037.65,959.875,617.35,631.35,888.9473684,773.8157895,617.35,603.0810811,1,2,0,3,1,1,7,7,7,5,3
1992,2,2,5,0.585141295,1332.55,120,7.5,0,4.166666667,16.66666667,9.166666667,5.833333333,4,4,4,5,2,8,7,1,1,2,1,1,1842,1403.9,1401.65,713.5,1842,1286.166667,1444.9375,713.5,0,4,4,0,1,1,7,7,4,3,3
1972,1,2,2,0.585142093,763.4833333,120,0,0,0,0.833333333,0,0,4,4,3,4,2,7,11,1,1,5,2,0,781.2,646.425,899.4,803.725,781.2,646.425,899.4,803.725,0,0,0,0,1,192,7,7,3,3,2
2000,2,2,3,0.585208016,855.125,120,7.5,0,0,1.666666667,0,0,4,4,4,4,2,6,1,1,1,2,1,0,797.2,727.475,1152.3,863.15,705.0555556,716.7435897,1034.176471,845.3783784,2,1,3,3,1,1,4,4,5,4,4
1988,2,3,6,0.585261274,711.4916667,120,0.833333333,0,0,0,0,0,4,4,4,5,2,10,6,1,1,2,1,0,868.7,726.425,707.45,619.975,868.7,711.9230769,707.45,619.975,0,1,0,0,1,1,7,7,6,2,2
1974,2,3,7,0.585268363,2226.35,120,4.166666667,0,0,41.66666667,20,14.16666667,4,4,5,5,1,5,11,1,1,2,2,4,2706.85,2558.8,1820,1856.825,2659.631579,2560.871795,1802.315789,1797.184211,1,1,1,2,1,1,7,7,5,8,2
2006,1,2,2,0.585346371,991.7416667,120,8.333333333,0,0,4.166666667,0.833333333,0.833333333,4,4,4,5,2,5,1,1,1,2,1,1,920.35,816.875,1162.95,1116.7,891.6315789,755.972973,1148.277778,1104,1,3,2,4,14,14,2,2,4,7,1
1980,2,3,3,0.585511863,898.7416667,120,7.5,0,0,3.333333333,2.5,0.833333333,5,3,5,5,2,3,11,1,2,2,2,1,1064.1,582.675,1349.95,906.525,785.75,567.6923077,1338.777778,872.1578947,4,1,2,2,100,100,13,13,4,4,2
2001,1,1,8,0.585558305,889.8416667,120,3.333333333,0,0,5,1.666666667,0.833333333,4,4,5,5,2,10,1,1,1,2,1,1,1046.65,1075.6,762.25,689.475,1058.578947,1075.6,762.25,662.4054054,1,0,0,3,1,1,3,3,6,2,3
1988,2,2,3,0.585601139,1206.5,120,3.333333333,0,0,13.33333333,4.166666667,2.5,4,3,5,4,2,11,11,1,1,2,1,0,1102.9,903.55,1616.6,1356.2,1102.9,832.3846154,1607.166667,1353.923077,0,1,2,1,100,1,14,14,5,4,2
1987,2,1,6,0.585608999,1182.341667,120,0,0,0,10,1.666666667,0,4,4,5,5,1,6,7,1,1,2,1,1,1246.8,920.1,1913.5,1046.775,1246.8,920.1,1913.5,1046.775,0,0,0,0,174,1,14,14,6,3,2
2003,2,2,2,0.58561552,785.9,120,12.5,0,0.833333333,0.833333333,0.833333333,0.833333333,4,4,4,5,2,7,1,1,1,2,1,0,729.1,622.325,919.7,910.975,729.1,603.2972973,844.5,879.46875,0,3,4,8,1,1,3,3,6,1,4
2001,2,1,1,0.585699788,1356.158333,120,30.83333333,0,0,17.5,7.5,5.833333333,1,1,4,5,2,3,2,6,2,6,2,1,2578.9,1208.075,1324.3,908.8,1583.076923,946.4193548,874.2,652.0344828,7,9,10,11,1,1,5,5,7,7,1
1999,2,2,6,0.585720931,881.25,120,3.333333333,0,0,5.833333333,1.666666667,0,5,3,4,4,2,6,1,1,1,2,1,0,1365.05,869.225,774.7,704.65,1365.05,743.1351351,774.7,693.7692308,0,3,0,1,1,1,5,5,4,3,2
1991,2,2,6,0.585722986,685.575,120,2.5,0,2.5,0.833333333,0,0,4,3,3,3,2,1,11,1,2,2,1,0,872.55,697.825,609.2,618.025,872.55,680.2564103,586.3684211,610.1794872,0,1,1,1,1,1,8,8,7,7,1
1987,1,2,6,0.585723065,890.1,120,5.833333333,0,0,3.333333333,2.5,0.833333333,4,4,4,3,2,11,7,1,1,2,1,4,1478.85,830.65,774.25,713.1,1178.333333,791.1842105,732.9473684,685.9736842,2,2,1,2,1,1,7,7,5,7,1
1977,2,2,6,0.585792107,873.4,120,11.66666667,0,0.833333333,0.833333333,0,0,4,3,5,5,1,3,11,1,1,2,1,1,825.7,713.5,953.3,1017.2,803.2631579,696.025641,868.4375,929.78125,1,1,4,8,106,106,5,5,7,7,1
1979,2,2,6,0.585810618,1005.241667,120,9.166666667,0,0,9.166666667,4.166666667,1.666666667,4,4,4,2,2,4,9,1,1,2,1,1,797.3,823.45,1618.05,984.6,797.3,674.0810811,1105.133333,856.4864865,0,3,5,3,1,1,7,7,6,7,1
2000,2,2,6,0.58581107,764.175,120,7.5,0,0.833333333,1.666666667,0.833333333,0,6,2,5,5,2,8,1,1,2,2,1,0,689.05,644.575,1096.1,755.375,689.05,636.5263158,1073.105263,695.7058824,0,2,1,6,1,1,5,5,5,3,2
1999,2,1,6,0.585905366,784,120,0.833333333,0,0,0.833333333,0,0,5,3,4,4,2,4,1,1,2,2,1,1,807.65,645.475,1019.9,792.75,807.65,627.8205128,1019.9,792.75,0,1,0,0,1,1,5,5,6,7,1
2001,2,2,6,0.58593468,717.6333333,120,15.83333333,0,4.166666667,1.666666667,0,0,5,3,5,5,2,10,2,2,1,1,1,0,663.55,616.35,1011.15,699.2,621.25,596.4857143,860.6,666.5142857,4,5,5,5,1,1,5,5,5,7,1
