birthyear,birthSex,ethnicityomb,raceomb_002,dscore,Mn_RT_all_3467,N_3467,PCT_error_3467,pct_300,pct_400,pct_2K,pct_3K,pct_4K,assocareer,assofamily,impcareer,impfamily,num_childunder18,anninc,percentanninc,primary1,num_primary1a,secondary1,num_secondary1a,surnameused,Mn_RT_all_3,Mn_RT_all_4,Mn_RT_all_6,Mn_RT_all_7,Mn_RT_correct_3,Mn_RT_correct_4,Mn_RT_correct_6,Mn_RT_correct_7,N_ERROR_3,N_ERROR_4,N_ERROR_6,N_ERROR_7,countrycit_num,countryres_num,edu,edu_14,politicalid_7,religion2014,religionid
1963,1,2,6,-0.138129055,997.6916667,120,0.833333333,0,0,2.5,0.833333333,0,4,4,4,3,2,11,11,1,2,2,1,0,1136.1,890.725,1190.35,939.125,1136.1,890.725,1116.947368,939.125,0,0,1,0,1,1,9,9,6,7,1
1986,1,2,6,-0.138058649,1039.591667,120,5,0,0,7.5,0,0,5,4,4,4,1,7,5,1,1,2,1,0,1348.65,932.025,1208.75,908.05,1239.333333,910.2820513,1197.722222,896.1794872,2,1,2,1,1,1,8,8,1,3,3
1990,1,2,6,-0.138003313,666.9583333,120,8.333333333,0,5,2.5,0.833333333,0,5,3,4,4,2,1,11,1,2,2,1,0,720.65,640.075,563.7,718.625,700.9444444,628.2702703,546.3684211,671.1944444,2,3,1,4,1,1,8,8,2,2,2
2002,1,2,3,-0.137999679,716.3416667,120,31.66666667,3.333333333,5.833333333,0,0,0,4,4,5,4,2,4,2,1,1,2,1,0,715.7,706.2,838.2,665.875,623.0625,599.4444444,735.2307692,641.5,4,13,7,14,232,232,6,6,1,1,3
1991,2,2,6,-0.137776623,685.85,120,0.833333333,0,0,0.833333333,0,0,4,4,4,4,2,6,7,1,2,2,1,0,809.05,602.275,730.5,685.5,809.05,602.275,730.5,675.4102564,0,0,0,1,1,1,9,9,7,7,1
1992,1,2,3,-0.137758495,1191,120,4.166666667,0,0,10,3.333333333,0.833333333,7,7,5,4,2,2,4,1,1,2,1,0,1327.6,1015.65,1271.35,1257.875,1263.611111,1015.65,1229.444444,1227.589744,2,0,2,1,100,100,7,7,5,4,2
1999,1,2,6,-0.137749464,820.775,120,25.83333333,0,0.833333333,0.833333333,0,0,4,4,4,3,2,1,9,1,2,5,1,2,874.4,751.1,851.8,848.125,850.1111111,674.8125,755.9333333,630.2916667,2,8,5,16,1,1,5,5,6,7,1
1992,2,2,6,-0.137497848,757.0083333,120,9.166666667,0,0,1.666666667,0,0,4,4,3,5,2,3,9,1,1,2,1,0,821.35,757.675,783.2,711.075,741.2941176,726.972973,727.9411765,684.1842105,3,3,3,2,39,39,5,5,6,2,1
2004,2,2,2,-0.13743878,644.3333333,120,11.66666667,0,8.333333333,0,0,0,4,3,5,4,2,4,1,1,1,2,1,0,682.9,654.325,644.4,615.025,619.2352941,607.4,625.2631579,570.1714286,3,5,1,5,1,1,3,3,7,7,1
1990,2,2,6,-0.137406759,845.9666667,120,5,0,0,3.333333333,2.5,0.833333333,5,4,4,4,2,11,6,1,1,2,1,0,974.5,703.2,846,924.45,972.0526316,680.974359,761.8823529,915.6153846,1,1,3,1,2,1,9,9,3,2,1
1977,2,1,6,-0.137123537,871.9083333,120,9.166666667,0,0,6.666666667,0.833333333,0,4,4,5,3,2,8,11,1,1,5,2,2,971.1,832.1,743.35,926.4,805.6666667,632.9428571,680.4210526,815.6486486,2,5,1,3,1,1,9,9,6,2,4
1989,2,2,2,-0.13697253,978.9,120,3.333333333,0,0,2.5,0,0,4,3,4,5,2,5,11,1,1,2,1,1,1116.2,909.975,1000.2,968.525,1116.2,859.1315789,1000.2,946.7105263,0,2,0,2,1,1,6,6,6,7,1
2001,2,1,6,-0.136943644,1125.483333,120,2.5,0,5.833333333,8.333333333,5,3.333333333,2,1,5,5,2,1,1,1,2,2,1,0,1150.95,1006.125,1433.85,1077.925,1150.95,960.0769231,1430.368421,1078.512821,0,1,1,1,1,1,6,6,4,2,3
1975,1,2,6,-0.136877172,1229.025,120,4.166666667,0,0,8.333333333,3.333333333,0.833333333,4,4,4,5,1,11,11,1,1,2,1,0,1429.95,1065.825,1502.2,1155.175,1429.95,1030.868421,1360.666667,1142.205128,0,2,2,1,1,1,14,14,2,3,4
2002,2,2,6,-0.136447751,1100.3,120,5,0,0,12.5,3.333333333,0.833333333,4,4,4,2,2,9,1,1,1,2,1,1,960.45,1162.325,1262.45,1027.125,960.45,1065.657895,1225.388889,1019.815789,0,2,2,2,1,1,4,4,6,7,1
1999,1,2,6,-0.136414968,820.8583333,120,10.83333333,0,0.833333333,0.833333333,0,0,4,4,2,3,2,3,1,1,1,2,1,1,894.05,724.775,840.35,870.6,875.1578947,699.0789474,775.1764706,765.3939394,1,2,3,7,1,1,5,5,7,7,1
1999,2,2,6,-0.136399446,983.975,120,2.5,0,0,5,1.666666667,0,5,3,4,4,2,5,1,1,2,2,1,0,1057.55,904.3,1173.25,932.225,1057.55,843.5384615,1009.944444,932.225,0,1,2,0,1,1,5,5,5,7,1
1991,2,2,6,-0.136370452,827.05,120,2.5,0,0,0,0,0,4,4,4,4,2,9,11,1,1,2,1,1,791.15,811.9,813.3,867.025,791.15,795.3589744,813.3,830.6315789,0,1,0,2,1,1,14,14,4,3,2
1998,1,2,6,-0.136129498,710.35,120,7.5,0,0,0,0,0,4,4,3,4,2,2,11,1,1,2,1,1,662.7,728.225,803.55,669.7,636.3157895,638.4166667,748.6111111,650.1052632,1,4,2,2,1,1,5,5,6,8,2
1985,2,2,6,-0.136106363,1206.783333,120,0.833333333,0,0,11.66666667,4.166666667,2.5,4,4,4,5,2,6,6,1,2,2,1,4,1531.15,961.85,1495.75,1145.05,1531.15,961.85,1495.75,1062.179487,0,0,0,1,1,1,12,12,3,3,4
1990,2,2,2,-0.136098528,1130.3,120,6.666666667,0,0,6.666666667,3.333333333,1.666666667,4,4,5,5,2,4,11,1,1,2,1,0,1467.5,1050.875,1246.15,983.2,1405.263158,890.7428571,1246.15,951.9473684,1,5,0,2,1,1,7,7,6,7,1
1963,2,2,6,-0.136035128,1193.525,120,6.666666667,0,0,11.66666667,1.666666667,0,5,4,4,3,2,4,9,1,1,2,1,0,1831.6,923.625,1477.7,1002.3,1739.941176,890.2564103,1373.8125,1002.3,3,1,4,0,225,225,9,9,7,7,1
2000,1,2,3,-0.135976501,1052.275,120,31.66666667,20,20.83333333,7.5,3.333333333,1.666666667,5,4,4,4,2,11,1,1,2,2,1,1,1352.7,955.9,1032.4,1008.375,1286.375,854,1131.333333,976.8,4,14,5,15,1,1,3,3,4,7,1
1991,2,2,6,-0.135965256,665.925,120,4.166666667,0,5.833333333,0.833333333,0.833333333,0,2,4,4,4,2,5,9,1,1,2,1,0,857.45,601.45,713.55,610.825,842.7368421,595.2564103,688,588,1,1,1,2,1,1,9,9,7,7,1
1985,1,2,3,-0.13546369,1647.991667,120,1.666666667,0,0,25,13.33333333,6.666666667,4,4,5,5,2,5,7,1,2,2,1,1,2488.3,1337.975,1913.85,1404.925,2488.3,1313.333333,1809.052632,1404.925,0,1,1,0,100,1,9,9,6,7,1
1976,1,2,6,-0.13509164,1989.85,120,3.333333333,0,0,32.5,15.83333333,6.666666667,4,4,4,5,2,11,8,1,1,2,1,0,2441,1530.9,2608.421053,1679.825,2389.631579,1471.131579,2608.421053,1653.897436,1,2,0,1,225,225,3,3,5,2,1
1990,2,2,5,-0.134810134,1236.958333,120,0.833333333,0,0,8.333333333,5,3.333333333,4,4,5,5,1,2,5,1,1,2,1,0,1287.3,1010.55,1199.15,1457.1,1287.3,1010.55,1199.15,1464.282051,0,0,0,1,1,1,5,5,4,3,2
1991,1,2,5,-0.134764048,1215.491667,120,6.666666667,0,0,13.33333333,0,0,4,4,4,5,1,4,9,7,1,2,2,0,1380.9,1061.3,1403.4,1193.025,1306.947368,1047.641026,1356.388889,1142.416667,1,1,2,4,1,1,7,7,5,3,2
1987,1,2,2,-0.13465495,893.6166667,120,0,0,0,2.5,1.666666667,0.833333333,5,3,4,4,2,8,10,1,2,2,1,0,1158.55,762.2,998,840.375,1158.55,762.2,998,840.375,0,0,0,0,1,1,7,7,6,7,1
1988,2,3,3,-0.134509185,853.3,120,9.166666667,0,0,1.666666667,1.666666667,1.666666667,6,2,5,4,1,1,4,1,2,2,1,4,891.1,781.5,1070.7,797.5,697.0526316,722.972973,1052.235294,750.4444444,1,3,3,4,164,164,9,9,4,6,3
1978,2,2,3,-0.134066315,880.3,120,4.166666667,0,0,1.666666667,0.833333333,0.833333333,3,2,5,5,1,11,5,5,2,1,1,4,795.95,864.85,1188.85,783.65,773.4210526,830.0810811,1188.85,762.8717949,1,3,0,1,1,1,9,9,6,7,2
1996,2,2,6,-0.133993949,856.5333333,120,1.666666667,0,0,0.833333333,0,0,5,2,4,4,2,5,3,1,1,2,1,0,777.95,872.775,885.85,864.925,777.95,872.775,793.8888889,864.925,0,0,2,0,1,1,7,7,3,3,3
1971,2,2,6,-0.133986569,1032.908333,120,4.166666667,0,1.666666667,5,0,0,4,2,3,3,2,7,11,1,2,5,2,0,1074,925.85,1024.4,1123.675,1048.684211,925.85,974.0526316,1069.837838,1,0,1,3,1,1,7,7,7,7,1
1996,2,2,6,-0.133805673,685.4416667,120,3.333333333,0,2.5,2.5,0,0,4,4,4,5,2,3,11,1,1,2,1,0,621.35,716.375,738.5,660.025,621.35,631.2105263,699.3684211,624.025641,0,2,1,1,1,1,7,7,6,3,3
1973,1,2,6,-0.133651984,952.4666667,120,0,0,0,2.5,0,0,5,3,5,5,1,11,9,1,1,2,1,0,1224.45,749.925,954.05,1018.225,1224.45,749.925,954.05,1018.225,0,0,0,0,1,1,7,7,6,5,2
1997,2,2,6,-0.13357612,825.6666667,120,1.666666667,0,5,3.333333333,0.833333333,0,4,4,5,5,2,10,6,1,1,2,1,0,942,808.45,839.15,777.975,942,799.7179487,839.15,772.974359,0,1,0,1,1,1,6,6,3,7,2
2002,2,3,5,-0.133349536,1000.016667,120,6.666666667,0,0.833333333,6.666666667,5,2.5,5,2,4,5,2,1,1,1,2,2,1,2,1084.35,1082.75,1147.55,801.35,1089.421053,958.3888889,1148.052632,790.2894737,1,4,1,2,1,1,4,4,6,3,3
2005,2,2,3,-0.132951055,801.35,120,10.83333333,0,2.5,1.666666667,0,0,4,4,5,4,2,5,1,1,2,2,1,0,790.45,767.45,822.15,830.3,772.5263158,728.4722222,804.2631579,730.9393939,1,4,1,7,1,1,3,3,6,4,1
1986,1,2,6,-0.132880654,682.2666667,120,2.5,0,0,0,0,0,5,3,4,4,2,2,1,5,1,5,1,1,694.1,659.425,742.2,669.225,694.1,638.4102564,686.3684211,656.4615385,0,1,1,1,177,106,4,4,4,2,1
2000,2,2,6,-0.132781402,1611,120,3.333333333,0,0,21.66666667,10,5,4,3,5,5,2,2,1,1,1,2,2,4,1702.5,1687.8,1576.7,1505.6,1482.722222,1647.153846,1576.7,1365.205128,2,1,0,1,1,1,6,6,6,7,1
1990,2,2,6,-0.132758337,899.9333333,120,9.166666667,0,0,5,0.833333333,0,4,4,5,5,2,6,9,1,1,2,1,0,959.75,785.15,870.85,999.35,935.2105263,752.7631579,832,777.6060606,1,2,1,7,1,1,9,9,6,3,2
1982,2,2,6,-0.132650126,774.3583333,120,6.666666667,0,1.666666667,2.5,0,0,4,4,4,4,2,5,1,1,1,2,1,4,823.7,715.875,871.15,759.775,823.7,698.1578947,891.3529412,741.6486486,0,2,3,3,1,162,7,7,6,7,1
1995,2,1,8,-0.132568576,849.5,120,4.166666667,0,0.833333333,0,0,0,3,2,5,5,2,3,11,1,1,5,2,1,1004.05,777.375,836.75,850.725,1004.05,755.8974359,803.6315789,798.3783784,0,1,1,3,1,1,8,8,5,3,2
1991,1,2,6,-0.132494788,1442.941667,120,1.666666667,0,0,15,5.833333333,5,4,3,4,5,2,8,5,1,1,2,1,0,1530.526316,1360.4,1566.45,1060.05,1530.526316,1283.512821,1566.45,1060.05,0,1,0,0,1,1,7,7,6,7,1
1991,2,2,4,-0.132470428,794.3916667,120,1.666666667,0,0,3.333333333,0.833333333,0,4,3,5,5,2,11,8,1,1,2,1,0,845.6,685.375,749.3,900.35,835.2105263,678.5897436,749.3,900.35,1,1,0,0,1,1,7,7,4,2,2
1998,2,2,7,-0.132440916,877.5583333,120,9.166666667,0,0,0.833333333,0,0,4,4,5,4,2,1,1,1,1,2,1,1,942.35,892.75,974.8,781.35,865.2105263,845.4,895.1176471,766.7894737,1,5,3,2,65,65,7,7,6,6,2
1982,1,2,6,-0.132299823,799.4083333,120,5.833333333,0,0,0.833333333,0.833333333,0,4,4,4,5,2,4,8,1,1,2,1,0,1060.25,703.55,904.95,712.075,1022.833333,682.7368421,845.6666667,703.1025641,2,2,2,1,153,153,12,12,6,7,1
2000,2,2,6,-0.132068744,689.6666667,120,2.5,0,0.833333333,0.833333333,0.833333333,0.833333333,5,3,4,5,2,6,1,1,1,2,1,0,672.1,698.9,764.8,651.65,672.1,596.8461538,764.8,600.1842105,0,1,0,2,1,1,5,5,2,7,1
1993,1,2,5,-0.131918728,762.0166667,120,8.333333333,0,0,0.833333333,0,0,5,3,3,5,2,4,9,1,1,2,1,0,855.7,684.875,902.2,722.225,819.8888889,648.7027027,830.3888889,693.3783784,2,3,2,3,1,1,7,7,3,3,4
1999,2,2,6,-0.131916787,2816.033333,120,13.33333333,0,0.833333333,15,10,6.666666667,5,1,4,4,2,11,1,1,1,2,1,0,1487.277778,1054.102564,1528.5,1217.297297,1492.428571,971.5757576,1569.705882,1161.485714,4,6,3,2,1,1,4,4,4,7,2
1979,1,2,6,-0.131830858,786.8916667,120,4.166666667,0,0,1.666666667,0,0,6,6,4,5,1,8,9,1,2,2,1,0,900.5,695.95,918.95,755,887.3684211,679.6842105,893.9473684,743.6153846,1,2,1,1,82,82,12,12,5,7,1
1964,1,2,6,-0.131713227,1412.641667,120,6.666666667,0,0,15,6.666666667,5,4,4,4,4,2,7,8,1,1,5,1,0,2296.4,1071.05,1808.2,1114.575,1988.833333,953.1842105,1542,1070.184211,2,2,2,2,1,1,5,5,6,3,2
1997,2,2,6,-0.131424765,1803.1,120,1.666666667,0,0,27.5,9.166666667,7.5,5,2,5,5,2,3,11,1,1,2,1,0,1929.894737,1722.225,1989.6,1369.575,1728.333333,1733.897436,1989.6,1369.575,1,1,0,0,1,1,7,7,7,7,1
2009,2,2,3,-0.131306642,1045.641667,120,11.66666667,0,0,6.666666667,0.833333333,0,4,4,5,5,2,1,1,1,1,2,1,0,1257.9,880.9,1177.55,1038.3,1195.526316,803.8157895,1114.777778,859.8387097,1,2,2,9,1,1,1,1,6,4,3
2003,2,2,8,-0.131200968,651.8166667,120,5.833333333,0,2.5,1.666666667,0,0,5,2,5,5,2,4,2,1,1,2,1,0,717.15,592.775,815.9,596.15,709.7777778,587.4871795,826.3125,596.15,2,1,4,0,1,1,3,3,6,7,3
1983,2,2,6,-0.131162969,858.1916667,120,4.166666667,0,2.5,2.5,0,0,5,4,4,5,1,6,7,1,2,2,1,1,880.75,822.55,976.35,823.475,841.4210526,796.0789474,904.4210526,810.6410256,1,2,1,1,1,1,9,9,4,2,3
1969,2,2,6,-0.131047002,1036.55,120,5,0,0,7.5,3.333333333,0.833333333,4,3,4,5,1,11,6,1,1,2,1,0,1548.25,889.925,1010.2,940.5,1473.421053,835.0769231,969.8888889,893.1052632,1,1,2,2,1,1,9,9,3,3,2
1981,1,2,6,-0.130759543,1074.891667,120,0,0,0,6.666666667,2.5,0.833333333,6,6,4,4,1,7,11,1,1,2,1,0,1521.2,802.8,1339.2,991.675,1521.2,802.8,1339.2,991.675,0,0,0,0,1,1,7,7,4,7,1
1990,1,2,6,-0.13067919,799.6916667,120,5,0,0,1.666666667,0,0,4,4,3,4,1,11,4,1,1,2,1,0,815.85,757.975,874.7,795.825,815.85,748.3684211,776.4444444,752.7105263,0,2,2,2,1,1,7,7,3,7,1
2005,1,2,5,-0.13050691,1922.108333,120,9.166666667,0,0,25.83333333,13.33333333,7.5,1,7,5,5,2,1,1,1,1,2,1,1,1804.5,1749.153846,2029.2,1877.675,1755.444444,1727.628571,2054.833333,1840.710526,2,4,2,2,1,1,3,3,1,3,3
1989,2,2,6,-0.130075603,694.675,120,7.5,0,4.166666667,0.833333333,0,0,4,3,4,4,2,11,9,1,1,2,1,4,763.95,685.875,724.25,654.05,763.95,666.5641026,717.7647059,627.5714286,0,1,3,5,1,1,11,11,6,7,1
1987,1,2,6,-0.130023736,883.1166667,120,20,0,2.5,3.333333333,0.833333333,0,4,4,1,5,2,6,6,1,1,2,1,0,810.3,894.85,953.15,872.775,742.2777778,862.2727273,871.4705882,760.0714286,2,7,3,12,1,1,7,7,5,7,1
1983,1,2,6,-0.130009448,1193.191667,120,1.666666667,0,0,10,3.333333333,0,4,4,3,4,2,5,8,6,1,6,1,1,1508.65,962.15,1364.55,1180.825,1500.947368,962.15,1364.55,1174.025641,1,0,0,1,1,1,12,12,5,8,3
1967,2,2,6,-0.129916302,889.5,120,1.666666667,0,0,0.833333333,0,0,4,4,5,4,2,7,9,2,2,1,1,0,862.8,887.275,991,854.325,862.8,887.275,927.4210526,834,0,0,1,1,1,1,8,8,5,3,2
2003,2,2,6,-0.129830232,923.95,120,10,0,0,4.166666667,0.833333333,0.833333333,4,4,4,4,2,5,1,5,1,1,1,0,1153.55,849.525,1191.2,749.95,1153.55,801.5428571,1193.866667,731.3947368,0,5,5,2,124,124,3,3,6,1,2
2000,1,2,8,-0.129813099,612.0416667,120,6.666666667,0,4.166666667,0,0,0,4,1,5,5,2,5,1,1,2,2,1,0,636.3,624.8,660.2,563.075,636.3,610.6111111,632.5555556,536.8684211,0,4,2,2,1,1,5,5,3,7,2
1978,1,2,6,-0.129674794,1072.008333,120,2.5,0,0,5.833333333,2.5,0,4,3,1,4,1,6,3,1,1,2,1,0,1182.95,953.825,1216.6,1062.425,1182.95,878.3846154,1216.6,979.0526316,0,1,0,2,1,1,9,9,7,7,1
1999,2,2,6,-0.129638302,762.4583333,120,8.333333333,0,0,0.833333333,0,0,2,3,4,5,2,1,10,1,1,4,1,0,910.9,712.875,796,721.05,891.5789474,677.4594595,771.7058824,701.5945946,1,3,3,3,1,1,6,6,5,3,2
2005,1,2,6,-0.129310154,893.9666667,120,8.333333333,0,1.666666667,5.833333333,1.666666667,0,4,4,4,5,2,4,1,1,1,2,1,0,1115.25,832.7,1028.05,777.55,1115.25,772.4594595,1010.157895,754,0,3,1,6,1,1,3,3,4,3,2
1985,2,2,6,-0.128613941,896.075,120,6.666666667,0,0,1.666666667,0,0,4,4,4,4,1,11,5,1,1,2,1,1,963,883.425,869,888.8,892.5555556,865.1794872,848.9473684,826.1666667,2,1,1,4,1,14,9,9,6,7,2
2001,1,2,3,-0.128598822,1404.1,120,7.5,0,0,19.16666667,10,2.5,6,2,5,5,2,8,1,1,1,2,1,4,1839.05,1192.475,1304.2,1448.2,1822,1117.416667,1304.2,1187.166667,1,4,0,4,1,1,5,5,3,4,1
2001,2,2,6,-0.128488821,715.15,120,10.83333333,0,1.666666667,0,0,0,4,4,4,4,2,4,2,2,1,1,2,0,817.15,630.45,814.5,699.175,766.2941176,596.1315789,703.2352941,640.1714286,3,2,3,5,1,1,5,5,3,3,2
1994,2,2,6,-0.128300901,875.5083333,120,5.833333333,0,0,4.166666667,0,0,5,2,4,5,2,2,2,1,1,2,1,0,1042.3,735.175,837.45,951.475,956.7222222,728.7692308,828.8947368,927.1351351,2,1,1,3,1,1,7,7,4,2,3
1993,2,2,6,-0.12823618,734.7916667,120,4.166666667,0,0,0.833333333,0,0,4,5,5,5,2,5,11,1,1,2,1,0,760,664.2,738.2,791.075,760,664.2,704.9473684,685.4444444,0,0,1,4,1,1,7,7,6,2,2
1979,2,2,3,-0.127980026,622.25,120,6.666666667,0,0,0,0,0,4,4,5,5,1,11,7,1,2,2,1,0,614.55,599.475,591.7,664.15,577.6111111,587.0263158,591.7,625.1944444,2,2,0,4,1,1,7,7,6,4,3
1971,2,1,6,-0.127654874,749.325,120,1.666666667,0,0,0,0,0,4,4,4,4,2,4,11,1,2,2,1,1,727.95,740.35,811.05,738.125,727.95,722.4358974,749,738.125,0,1,1,0,75,1,12,12,7,1,2
1977,1,2,6,-0.127573048,1241.791667,120,7.5,0,0,10,1.666666667,0.833333333,4,4,3,4,1,11,8,1,1,5,2,2,1692.9,1078.15,1390.9,1105.325,1425.705882,1065.794872,1366.315789,1039.083333,3,1,1,4,14,14,7,7,4,2,2
1993,2,2,6,-0.127403201,826.5916667,120,5.833333333,0,0,0.833333333,0,0,4,4,4,5,2,3,5,1,1,2,1,0,870,810.925,725.15,871.275,829.9473684,786.8421053,715.5263158,836.8108108,1,2,1,3,1,1,8,8,5,7,4
1999,2,1,7,-0.127371281,861.4833333,120,0.833333333,0,0,1.666666667,0,0,1,1,4,5,2,1,5,1,1,5,1,1,910.25,802.3,969.9,842.075,910.25,802.3,969.9,817.9487179,0,0,0,1,1,1,6,6,4,2,2
1985,2,2,6,-0.127357193,1061.425,120,2.5,0,0,5.833333333,0,0,4,4,4,5,1,7,6,6,1,6,1,0,1053.2,1030.85,1143.55,1055.05,1014.421053,1003.435897,1143.55,1033.923077,1,1,0,1,1,1,9,9,6,8,2
2001,2,1,8,-0.127322484,717.2666667,120,4.166666667,0,0,0.833333333,0,0,2,1,5,5,2,4,2,1,1,4,1,1,661.35,753.525,799.55,667.825,661.35,738.2105263,785.2222222,658.7435897,0,2,2,1,1,1,3,3,4,3,2
1964,2,2,6,-0.127219194,888.475,120,10.83333333,0,0,3.333333333,0.833333333,0.833333333,4,4,5,5,2,4,11,1,2,2,1,4,924.75,847.025,1097.5,807.275,928.2105263,711.8285714,1088.578947,677.6470588,1,5,1,6,1,1,9,9,6,8,3
1981,2,2,6,-0.127178901,658.925,120,10.83333333,0,2.5,0,0,0,5,4,3,3,1,3,9,1,1,2,1,0,692.75,616.775,727.75,649.75,640,583.6666667,682.5,592.0277778,3,4,2,4,1,1,8,8,6,7,2
1988,2,2,6,-0.12699358,1030.125,120,0,0,0,4.166666667,0.833333333,0,5,3,5,5,2,1,11,1,2,2,1,0,1168.75,881.525,1004.9,1122.025,1168.75,881.525,1004.9,1122.025,0,0,0,0,1,1,9,9,6,3,3
1964,1,2,6,-0.126953108,858.6666667,120,6.666666667,0,0,0,0,0,4,4,4,4,2,10,8,1,1,2,1,0,834.2,909.525,877.05,810.85,834.2,875.8378378,833.7222222,785.9459459,0,3,2,3,1,1,10,10,3,7,1
2001,1,2,6,-0.1268833,694.9166667,120,18.33333333,0,0,0,0,0,4,4,3,4,2,3,1,2,1,1,1,0,697.7,652.325,654.85,756.15,639.7647059,566.125,531.6,705.8235294,3,8,5,6,1,1,4,4,4,7,1
1994,1,2,6,-0.126652287,1259.633333,120,3.333333333,0,0,14.16666667,4.166666667,0.833333333,5,4,5,5,2,7,9,1,1,2,1,0,1771.15,799.6,1359.4,1086.153846,1771.15,799.6,1359.4,1000.628571,0,0,0,4,1,1,7,7,3,3,4
1997,2,1,6,-0.126616222,1002.691667,120,5.833333333,0,0,5,1.666666667,1.666666667,4,3,5,4,2,1,2,1,1,2,1,0,1405.4,754.8,1485.5,807.825,919.7647059,754.8,1377.588235,781.9487179,3,0,3,1,1,1,8,8,3,3,3
1979,1,2,6,-0.126574967,1107.433333,120,3.333333333,0,0,8.333333333,3.333333333,0,4,4,5,5,1,6,6,1,2,2,1,0,803.1,1257.75,1232.55,1046.725,803.1,1246.128205,1218.210526,1017.263158,0,1,1,2,1,1,8,8,1,3,3
1980,2,2,6,-0.126537009,952.0583333,120,1.666666667,0,0,5,0.833333333,0,4,4,4,3,2,6,10,1,1,2,1,0,1031.5,853.2,1023.2,975.625,963.4210526,853.2,1023.2,948.7179487,1,0,0,1,82,82,8,8,6,3,2
2005,2,1,6,-0.126204063,875.5083333,120,8.333333333,0,0,2.5,0,0,4,4,4,2,2,9,1,1,1,2,1,0,930.1,792.5,880.75,928.6,877.6842105,783.5128205,772.75,858.1388889,1,1,4,4,1,1,2,2,6,7,1
1990,2,2,6,-0.126132375,924.6666667,120,7.5,0,0,2.5,0,0,4,4,4,4,2,11,7,1,2,2,1,0,1044.7,848.8,849.75,977.975,1012,811.5945946,800,910.8378378,1,3,2,3,1,1,10,10,5,3,2
1990,2,2,6,-0.125908595,663.9583333,120,2.5,0,1.666666667,0,0,0,2,2,4,4,2,3,11,1,2,2,1,0,765.8,626.95,733.5,615.275,765.8,611.4102564,714.7368421,598.1025641,0,1,1,1,1,1,8,8,6,3,2
1988,1,2,6,-0.125831038,838.025,120,14.16666667,0,0.833333333,0.833333333,0,0,4,4,4,3,1,4,9,2,1,1,1,0,774.45,851.625,982.75,783.85,685.2352941,792.1176471,796.8125,748.75,3,6,4,4,1,1,12,12,7,5,1
1992,2,2,6,-0.125784427,761.0333333,120,14.16666667,0,3.333333333,1.666666667,0,0,4,4,2,4,2,2,8,1,2,2,1,0,679,776.675,771.9,780.975,636.1176471,717.5833333,704.7894737,707.8387097,3,4,1,9,1,1,8,8,7,7,1
1986,1,1,8,-0.125359308,948.7833333,120,2.5,0,0,1.666666667,0,0,5,4,4,5,2,4,8,1,1,2,1,1,930.05,939.025,1119.5,882.55,930.05,924.6666667,1119.5,840.5,0,1,0,2,139,139,8,8,4,2,2
1991,1,2,6,-0.125312077,1212.891667,120,0.833333333,0,0,8.333333333,2.5,0,4,4,4,4,2,11,7,1,2,2,1,0,1370.55,1083.8,1458.2,1140.5,1370.55,1083.8,1360,1140.5,0,0,1,0,1,1,11,11,5,8,2
1997,2,2,6,-0.12522846,960.575,120,7.5,0,0,4.166666667,0.833333333,0,4,4,5,5,2,2,11,2,1,1,1,1,1360.4,804.575,1049,872.45,1048.764706,791.3684211,999.2222222,865.2631579,3,2,2,2,104,104,7,7,7,2,2
1984,2,2,2,-0.125103847,1285.65,120,0.833333333,0,0,10,3.333333333,1.666666667,4,4,4,4,2,2,11,1,2,5,2,0,1480.2,1112.375,1644,1182.475,1480.2,932.6923077,1644,1182.475,0,1,0,0,108,1,7,7,6,1,1
1984,2,2,7,-0.124909737,1334.691667,120,0,0,0,4.166666667,0.833333333,0,4,4,5,5,2,1,9,1,2,7,2,0,1467.15,1291.95,1367.9,1294.6,1467.15,1291.95,1367.9,1294.6,0,0,0,0,100,100,7,7,6,4,3
1990,1,2,2,-0.124834088,770.125,120,0,0,0,0,0,0,4,4,3,4,1,9,7,1,1,2,1,1,884.95,694.75,918.95,713.675,884.95,694.75,918.95,713.675,0,0,0,0,14,14,11,11,3,3,3
1993,2,2,6,-0.124779932,1024.433333,120,1.666666667,0,0,5.833333333,2.5,0,5,3,4,4,2,6,7,1,2,2,1,0,1326.6,921.125,1194.95,891.4,1326.6,921.125,1102.166667,891.4,0,0,2,0,1,1,7,7,6,7,1
1993,2,2,6,-0.124733879,892.4333333,120,5,0,0.833333333,4.166666667,0.833333333,0.833333333,4,4,4,4,2,5,11,1,2,2,1,0,907.95,935.55,846.65,864.45,811,788.3157895,766.4444444,864.45,2,2,2,0,1,1,7,7,6,2,2
1982,1,2,6,-0.12467468,989.7833333,120,10.83333333,0,0,8.333333333,0.833333333,0,5,5,4,4,1,7,2,1,1,2,1,0,1039.2,884.45,979,1075.8,959.2105263,788.7894737,817.0555556,879.8125,1,2,2,8,1,1,9,9,5,3,4
1998,1,2,6,-0.124608139,864.3583333,120,2.5,0,0,2.5,0.833333333,0.833333333,4,4,4,5,2,6,2,1,1,2,1,0,1007.1,844.625,933.65,778.075,1007.1,836.5897436,933.65,749.8421053,0,1,0,2,1,1,5,5,3,2,3
