birthyear,birthSex,ethnicityomb,raceomb_002,dscore,assocareer,assofamily,impcareer,impfamily,num_childunder18,anninc,percentanninc,primary1,num_primary1a,secondary1,num_secondary1a,surnameused,countrycit_num,countryres_num,edu,politicalid_7,religion2014,religionid
1987,1,3,5,-0.596924439,7,7,4,4,1,1,11,1,2,1,2,4,199,199,4,4,3,4
1985,2,2,6,-0.596855769,4,4,4,4,2,11,9,1,1,2,1,0,1,1,12,7,7,1
2000,1,2,6,-0.596635016,4,4,4,4,2,1,1,,,,,1,1,1,5,4,7,1
1992,2,2,6,-0.595116198,4,4,4,3,2,3,11,,,,,0,1,1,7,7,3,2
1988,2,3,7,-0.592888583,4,4,3,3,2,4,7,1,1,4,1,3,225,225,9,7,8,1
1996,2,1,7,-0.592708078,1,1,5,5,2,1,1,1,1,2,1,0,1,1,6,4,2,2
2000,2,2,6,-0.592274196,4,3,5,5,2,9,1,1,1,2,1,1,1,1,5,6,7,2
1963,1,2,6,-0.591301033,4,4,4,2,2,5,11,1,1,2,1,1,1,1,7,6,3,1
1964,2,,6,-0.590943871,4,1,5,5,2,3,11,6,1,6,1,4,1,1,9,5,3,4
2000,2,2,6,-0.588941089,4,3,4,2,1,3,2,1,1,2,1,1,1,1,5,7,7,1
2000,1,2,2,-0.588605769,4,4,3,3,2,5,1,7,,7,,0,1,1,4,5,7,1
1992,2,2,6,-0.588395116,3,4,4,4,2,,,1,1,2,1,,1,1,9,5,3,2
1989,2,2,6,-0.588113115,4,4,5,5,2,11,6,1,1,2,1,0,104,104,9,7,7,1
2001,2,1,6,-0.586885526,4,3,4,4,2,4,1,1,1,2,1,3,1,1,6,4,2,2
2000,2,2,6,-0.586769714,2,3,5,3,2,11,1,1,1,2,1,0,1,1,5,6,7,1
1978,2,2,6,-0.586498041,4,4,5,4,2,8,8,1,1,2,1,0,1,1,6,4,7,1
1986,1,1,8,-0.58544917,4,6,4,4,1,1,6,6,2,7,2,1,174,174,7,2,3,2
1993,1,2,6,-0.585135799,5,3,2,2,2,3,11,1,1,2,1,0,1,1,8,6,7,1
1999,2,2,2,-0.584893675,4,4,5,5,2,8,1,1,1,4,1,2,1,1,5,4,7,1
1986,2,,,-0.583964118,4,4,3,5,1,8,6,1,1,7,,0,39,39,13,4,8,2
1971,2,3,6,-0.583588596,4,1,3,5,1,7,2,1,2,2,1,,155,155,7,5,7,1
1988,1,2,6,-0.583468393,4,3,3,5,1,11,11,1,1,7,,0,1,1,14,2,3,2
1981,2,1,7,-0.583203394,4,1,5,5,2,5,6,1,1,7,,1,1,1,5,6,3,3
1990,2,,,-0.583034814,4,4,4,4,2,1,11,1,2,2,1,1,,,5,,7,
1992,1,2,6,-0.582783672,4,4,4,4,2,2,6,2,1,1,1,0,1,1,7,7,8,2
2000,1,3,6,-0.58267921,7,4,4,4,2,11,1,1,1,2,1,0,1,1,5,4,8,1
2000,2,2,6,-0.582576563,4,4,5,5,2,2,6,1,1,4,1,1,1,1,6,6,7,1
1999,1,2,6,-0.581970914,3,5,5,4,,,,,,,,,1,1,,7,1,1
1994,1,2,6,-0.581358642,5,3,3,4,2,3,11,1,1,2,1,1,1,1,8,7,2,2
1958,1,,7,-0.580282572,,,3,4,2,,,6,1,,,1,,,7,4,2,3
1992,1,2,3,-0.580207731,3,4,4,2,2,4,11,1,1,2,1,0,1,1,9,6,7,1
2000,2,1,6,-0.578794343,4,4,5,5,2,,,1,1,2,1,0,1,1,5,2,2,4
1992,1,2,5,-0.576882734,4,4,4,4,2,1,10,2,1,1,1,0,83,83,7,5,3,3
,2,,,-0.575052421,,,,,2,,,,,,,,,,,,,
1974,2,2,6,-0.572853129,5,4,4,3,2,6,5,1,2,2,1,4,1,1,7,7,7,1
1983,1,2,5,-0.572810448,4,3,4,5,1,9,11,1,1,2,1,0,158,1,14,2,3,3
1973,1,2,3,-0.572550324,,,,,,,,,,,,,1,1,7,5,7,1
1978,1,2,6,-0.570844132,4,3,4,5,1,,,1,2,2,1,0,1,1,9,2,2,4
1966,2,2,6,-0.569815809,4,3,5,3,1,4,11,1,2,7,,4,1,1,8,7,7,1
1976,1,2,6,-0.56957832,4,4,3,4,1,3,9,1,1,2,1,0,225,225,6,4,7,2
1984,2,2,6,-0.568686575,4,4,4,4,2,11,8,1,1,2,1,0,1,1,8,7,7,1
1999,1,2,2,-0.567798016,6,7,5,5,2,3,1,1,2,2,1,0,100,100,7,4,4,3
2001,2,2,6,-0.567199825,6,6,5,5,2,7,1,1,1,2,1,0,225,225,7,6,7,1
2002,2,3,3,-0.567006135,4,4,4,4,2,3,1,2,1,1,2,0,100,100,4,4,4,2
1981,2,2,6,-0.5667686,3,1,4,2,2,4,11,1,1,5,1,0,1,1,7,6,7,1
1988,2,2,6,-0.565376836,4,2,4,3,2,3,7,1,2,2,1,0,225,225,7,7,7,1
1983,1,2,3,-0.564987897,4,4,5,5,2,5,7,2,1,1,1,0,100,1,9,4,4,2
1982,1,2,6,-0.56486522,5,3,4,5,1,6,7,1,1,2,1,1,1,106,6,1,2,3
1990,2,2,6,-0.564628977,4,4,5,5,2,11,8,1,1,2,1,4,1,1,12,7,7,1
1980,1,2,6,-0.564398381,4,4,3,4,2,10,9,1,1,2,1,0,39,39,7,6,2,2
2001,1,1,6,-0.563374891,4,4,5,5,2,11,2,1,1,2,1,0,1,1,4,4,3,4
1968,1,2,6,-0.563167196,4,4,4,5,2,6,8,7,,7,,0,1,1,4,4,3,2
1995,2,2,3,-0.56258847,1,1,4,5,2,,,1,1,2,1,0,1,1,7,5,2,2
1985,2,2,6,-0.562398862,4,4,4,4,2,8,7,1,1,2,1,1,1,1,9,7,7,2
1992,1,2,6,-0.561909025,4,3,3,2,2,2,11,1,1,2,1,0,1,1,6,6,7,1
1998,2,1,,-0.5618319,4,3,4,4,2,5,1,1,1,2,1,0,1,1,5,5,7,1
2000,1,2,2,-0.561748098,4,3,5,5,2,6,1,1,1,2,1,1,1,1,5,6,7,1
2001,1,2,6,-0.561149708,5,4,3,4,2,9,2,2,1,1,1,0,1,1,5,5,7,2
1997,2,3,7,-0.560969479,1,1,5,5,2,5,3,1,1,2,1,0,100,100,7,3,4,4
2005,2,2,6,-0.560140084,6,2,4,2,2,5,1,1,1,5,1,0,1,1,,7,7,1
1972,1,2,,-0.557911528,4,4,3,4,1,7,7,1,1,2,1,0,206,206,7,4,3,2
1988,2,2,,-0.556907447,3,5,3,4,1,9,8,1,1,2,1,0,225,225,3,4,7,1
1998,2,2,6,-0.555541206,4,4,4,4,2,3,6,2,1,1,1,0,1,1,7,4,8,2
1989,2,2,6,-0.555494202,4,4,4,4,2,8,4,1,1,2,1,4,1,1,7,6,7,2
1987,1,2,6,-0.555253037,5,3,5,5,2,5,11,2,1,1,1,0,11,31,14,5,8,3
2000,2,2,6,-0.555205849,4,4,4,4,2,,,1,2,2,1,0,1,1,5,7,5,1
,1,,,-0.555115609,4,3,3,3,1,,,,,,,1,,,,7,7,1
1972,1,2,6,-0.553694474,4,4,3,2,1,2,11,1,1,2,1,0,225,225,9,2,7,1
1998,2,3,5,-0.553518063,5,6,4,5,2,1,2,2,1,5,1,0,1,1,5,7,3,3
1990,1,2,6,-0.553481621,4,4,2,4,2,1,11,1,1,2,1,0,124,124,9,4,7,1
1978,2,2,6,-0.552633655,4,4,3,4,2,4,6,1,1,4,1,4,39,39,5,6,7,1
1995,2,2,6,-0.551439393,4,4,5,4,2,6,8,1,1,2,1,0,1,1,8,6,7,2
2000,2,2,6,-0.551007051,2,4,5,4,2,,2,1,1,5,1,2,194,194,4,6,7,1
2005,2,2,6,-0.54958056,1,1,4,4,2,,,1,1,2,1,1,1,1,3,6,7,1
2002,2,2,6,-0.549232481,4,3,5,5,2,1,,1,1,2,1,0,124,124,4,7,7,1
2001,1,3,5,-0.548617477,4,4,5,5,2,11,1,1,1,2,1,1,1,1,4,7,7,1
1975,1,2,6,-0.548507499,4,2,3,3,1,6,11,1,1,2,1,0,104,104,5,4,2,2
1966,2,3,6,-0.547178827,4,4,4,4,2,8,6,6,1,6,1,1,1,1,5,4,7,1
1972,1,2,6,-0.546088647,4,7,4,5,1,11,11,1,1,7,,1,1,1,14,4,2,2
,1,,,-0.54596073,4,4,5,5,1,3,2,1,1,2,1,0,,,,4,,
1958,2,2,6,-0.545389838,4,4,5,5,2,6,8,2,1,2,1,0,1,1,9,1,3,4
2000,2,2,6,-0.545092143,5,4,3,5,2,3,1,1,1,2,1,0,1,1,5,2,3,4
1996,2,2,6,-0.544883298,4,2,3,5,2,,,1,1,2,1,0,1,1,5,7,7,1
1999,1,2,6,-0.544816983,4,4,4,4,2,4,1,1,1,2,1,1,1,1,6,6,7,1
1988,1,2,6,-0.544529946,4,3,2,4,2,2,3,,,,,0,1,1,5,4,2,1
1997,2,2,6,-0.544491499,4,4,5,5,2,3,,2,1,1,1,0,1,1,6,3,2,3
1979,2,2,6,-0.544385011,4,4,3,4,1,11,7,2,1,5,2,1,1,1,8,2,3,2
1994,2,2,4,-0.544082522,4,4,4,5,2,6,8,1,1,2,1,3,1,1,7,4,7,2
1999,2,2,7,-0.543876042,4,3,4,3,2,5,2,1,2,2,1,0,1,1,5,6,6,3
1997,2,3,2,-0.543228133,4,6,4,4,2,3,2,1,2,1,2,1,113,113,7,4,7,1
,2,,,-0.543049563,1,1,4,5,1,8,1,1,2,1,2,4,,,9,7,4,2
2001,2,2,6,-0.542552939,4,4,4,5,2,,,6,1,6,1,0,1,1,5,2,7,2
1976,2,2,7,-0.542311864,4,4,5,5,1,11,11,1,1,2,1,0,14,192,7,5,2,2
1969,2,2,6,-0.541350695,4,4,1,5,2,9,2,1,2,2,1,0,1,1,9,6,8,3
1984,1,2,3,-0.541281649,4,4,5,5,1,11,5,1,1,2,1,0,1,1,14,6,1,2
1999,1,2,7,-0.540084014,4,3,5,5,2,3,2,1,1,2,1,0,39,39,5,4,7,1
1993,2,2,6,-0.539864297,4,4,5,5,2,11,11,1,2,2,1,0,1,1,9,7,7,1
1968,1,2,6,-0.538830373,4,4,2,4,1,7,11,1,1,1,1,0,1,1,12,4,7,1
1961,1,2,6,-0.538430529,4,4,3,5,2,7,11,1,2,2,2,0,1,1,8,7,7,1
2001,1,3,6,-0.538408899,4,4,5,4,2,9,2,6,1,5,2,4,1,1,4,6,7,1
1986,2,2,6,-0.538277233,6,2,5,3,2,5,7,1,1,2,1,0,178,75,9,4,7,1
1992,2,,7,-0.538026441,4,4,4,2,2,2,11,1,1,5,2,4,1,1,7,6,8,2
,,,,-0.537802062,4,4,4,3,,,,,,,,,,,,,,
1969,2,3,3,-0.53737984,7,2,5,4,2,4,11,1,1,2,1,0,201,201,9,4,1,3
1968,2,2,6,-0.537239979,4,2,4,4,1,11,9,1,1,2,1,0,1,1,7,4,3,3
1978,2,2,6,-0.536788089,5,4,4,2,2,11,11,1,1,2,1,0,1,1,12,6,7,1
1992,2,2,6,-0.536386704,1,3,5,4,2,3,7,1,1,2,1,0,39,39,7,6,7,1
2000,2,2,7,-0.535925869,4,3,5,5,2,4,2,1,1,2,1,0,1,1,5,2,3,2
1981,2,2,6,-0.535567057,4,4,4,5,1,11,7,1,2,2,1,0,14,14,7,6,7,2
1983,1,3,5,-0.53547575,,,,,,,,,,,,,83,1,12,4,2,3
2003,2,2,6,-0.535154178,2,1,4,5,2,4,1,1,1,2,1,2,1,1,3,5,8,4
1999,1,1,6,-0.53397707,4,4,4,5,2,1,1,1,1,2,1,3,1,1,4,4,8,2
1991,2,2,6,-0.53395708,4,2,5,2,2,6,11,1,2,2,1,0,1,1,9,6,7,1
2000,1,2,,-0.533713017,4,4,5,5,2,3,3,1,1,2,1,0,1,1,7,3,4,4
2000,,,,-0.53278108,,,,,,,,,,,,,,,,6,6,3
,1,2,6,-0.532712329,4,3,4,4,2,8,6,6,1,6,1,0,,,11,6,7,1
1996,1,2,6,-0.532509948,4,3,4,4,2,2,11,1,1,2,1,0,1,1,9,6,7,1
1987,1,2,2,-0.532068655,,,,,,,,,,,,,1,1,5,5,2,2
1997,2,2,6,-0.531423147,4,4,5,5,2,1,1,1,1,5,2,0,75,1,5,4,7,1
1964,1,3,5,-0.531151214,4,4,3,5,1,,6,1,1,5,1,1,1,1,5,7,3,4
1998,2,2,7,-0.530937928,4,4,3,3,2,1,1,1,2,2,1,4,130,130,7,2,6,3
1987,1,2,6,-0.530757516,4,3,4,4,2,6,6,1,2,2,1,0,1,1,9,5,7,1
1997,2,2,6,-0.530689022,4,4,4,4,2,1,10,1,2,5,1,0,1,1,5,6,2,2
1987,2,2,2,-0.529147038,4,4,4,4,2,4,1,1,1,2,1,1,,,12,5,2,3
2000,1,2,6,-0.528719556,4,5,4,5,2,3,2,7,,7,,0,1,1,5,2,3,2
1981,1,2,6,-0.527755681,4,4,3,4,2,5,7,1,1,2,1,0,225,34,7,5,7,1
1980,1,2,6,-0.526882309,4,4,4,5,1,11,8,1,2,2,1,0,1,1,9,5,2,3
1988,2,2,6,-0.526616105,3,4,4,4,2,6,7,1,1,2,1,0,1,1,9,6,3,2
1970,2,2,6,-0.526614201,4,4,4,4,2,7,11,1,1,2,1,4,1,1,9,6,8,2
2000,2,2,6,-0.526369204,4,4,5,3,2,1,,6,1,6,1,0,1,1,5,4,7,1
1984,1,2,2,-0.526346524,4,4,4,3,2,4,11,1,2,2,1,0,1,1,9,3,3,4
1972,1,2,6,-0.526308941,4,4,4,5,1,11,8,1,1,2,1,0,1,1,14,6,3,2
1983,2,1,6,-0.525827874,4,4,5,3,2,,7,1,1,2,1,0,1,1,12,7,7,1
1991,1,1,5,-0.525800013,2,2,5,5,2,10,11,1,1,2,1,0,1,1,12,1,2,3
1988,1,2,3,-0.524960076,5,5,4,5,2,5,9,1,2,2,1,0,151,1,7,4,8,2
2000,2,2,6,-0.52489593,4,4,4,3,2,11,2,1,1,2,1,0,1,1,5,7,7,2
1985,2,2,6,-0.524828493,4,4,5,3,2,7,7,1,1,2,1,0,1,1,9,7,7,1
2005,2,1,1,-0.524350091,4,5,4,3,2,,,1,1,6,1,2,1,1,2,,2,2
1991,2,2,6,-0.524043763,4,4,5,4,2,6,6,2,1,5,2,0,39,39,7,7,7,1
1971,2,1,7,-0.523119014,4,4,4,5,2,7,4,1,1,2,1,1,1,1,6,2,8,2
1984,2,3,6,-0.522857008,2,4,5,1,2,9,6,1,2,4,1,,1,1,7,4,7,1
1992,1,3,3,-0.522667138,4,4,4,4,2,,,1,1,2,1,0,100,100,7,4,4,2
2003,1,2,2,-0.522268767,6,6,4,5,2,6,1,1,1,5,2,1,1,1,3,4,2,1
2003,2,2,6,-0.521564793,6,3,3,3,2,8,1,6,1,6,2,0,1,1,3,4,3,4
2003,2,2,6,-0.521385211,3,4,3,3,2,5,2,1,1,2,1,4,1,1,3,3,3,3
1992,2,3,7,-0.520721666,4,4,4,4,2,2,2,1,1,1,2,0,100,100,7,4,4,4
1999,2,1,7,-0.52047762,3,5,4,5,2,1,2,1,1,2,1,1,1,1,6,7,3,2
2000,2,1,6,-0.520104755,7,2,5,3,2,5,2,5,1,1,1,1,1,1,4,4,7,2
1981,1,1,6,-0.519886862,5,4,4,5,1,11,11,1,2,6,2,3,139,1,14,2,2,4
2000,2,1,6,-0.519495986,4,4,,,2,1,2,1,1,4,1,1,1,1,5,,2,3
1978,2,2,6,-0.519070021,4,4,4,4,1,8,7,1,1,2,1,0,105,105,14,7,5,1
1968,2,3,6,-0.518750119,7,1,5,5,1,4,10,1,2,7,2,1,115,115,9,4,6,3
1984,2,2,6,-0.517873076,4,4,3,4,2,4,4,1,2,2,1,0,1,1,6,1,3,3
1990,2,2,,-0.517366873,2,1,4,5,2,5,6,1,1,2,1,0,1,1,7,6,3,4
2001,2,1,7,-0.517300303,4,4,5,5,2,5,2,1,1,2,1,3,1,1,5,6,2,2
1979,1,2,6,-0.517269105,5,3,5,5,1,10,8,1,1,2,1,0,1,1,10,4,3,2
1994,2,2,6,-0.517267062,3,3,5,5,2,4,11,1,1,2,1,0,1,1,7,6,3,4
2002,2,2,6,-0.517087737,5,3,5,5,2,,1,1,2,2,1,0,1,1,3,2,2,3
1983,1,2,2,-0.516640705,4,4,3,4,2,5,6,1,2,2,1,0,212,212,9,3,1,3
1991,2,3,7,-0.516394993,3,4,5,5,2,7,6,2,1,1,2,4,100,100,14,2,7,1
2000,2,2,6,-0.516288164,4,2,4,4,2,,1,1,1,2,1,0,1,1,4,4,7,1
1989,2,2,5,-0.516123899,5,5,3,5,2,2,5,1,1,2,1,1,1,1,7,6,7,2
2003,1,2,6,-0.515791125,4,4,4,4,2,4,1,1,1,2,1,1,1,1,3,6,7,1
1990,1,2,6,-0.515341375,4,4,2,3,2,2,11,1,1,2,1,0,1,1,8,5,7,1
1998,1,2,6,-0.515119319,6,5,4,4,2,3,2,2,1,7,,0,1,1,5,3,7,2
2004,2,2,6,-0.514556356,4,4,4,2,2,11,1,2,1,1,1,1,1,1,3,6,7,1
2000,1,2,6,-0.51437353,4,4,4,5,2,11,1,7,,7,,0,1,1,5,2,2,2
1989,2,2,6,-0.514306975,1,1,4,4,2,7,11,1,1,2,1,0,1,1,7,6,7,1
1981,2,1,6,-0.513535682,4,3,5,5,2,9,6,1,1,2,2,3,200,1,12,7,7,1
1991,2,2,2,-0.512378782,4,3,4,4,2,5,11,1,2,2,1,0,1,39,7,5,7,1
2002,2,2,5,-0.511677526,4,4,5,3,2,5,1,1,1,2,1,0,1,1,4,7,3,1
1976,1,1,6,-0.511671231,4,4,4,5,1,11,6,1,2,2,2,0,1,1,5,5,8,2
1994,1,1,6,-0.511333938,4,4,4,4,2,,4,1,2,2,1,1,11,11,,4,7,1
1989,2,2,6,-0.511252274,4,4,4,4,2,6,8,1,2,2,1,0,39,39,7,7,7,1
2003,2,2,6,-0.510746118,3,3,4,2,2,11,1,1,1,2,1,0,1,1,3,3,2,2
1980,2,2,6,-0.510575319,3,3,3,4,2,11,9,1,1,2,1,0,1,1,7,6,2,2
1995,2,2,7,-0.510559069,1,2,5,4,2,2,11,1,1,1,1,1,1,1,7,4,3,4
1993,2,2,2,-0.509847825,4,3,3,2,2,5,11,1,2,5,2,0,1,1,7,4,3,3
,,,,-0.509716044,4,4,3,5,1,9,8,1,1,2,1,0,,,,,,
2003,1,3,6,-0.509215935,4,4,4,4,2,,,2,1,1,1,0,1,1,2,4,7,1
1966,2,2,6,-0.508418439,4,4,3,5,2,8,5,1,2,2,1,4,1,1,7,3,3,3
,1,,,-0.508288529,,4,4,,,,,,,,,,,,,,,
1984,1,2,6,-0.508104582,4,4,4,4,2,11,7,7,,7,,1,225,1,9,6,7,1
2001,2,1,7,-0.508022035,4,2,5,5,2,1,2,1,1,2,1,1,1,1,5,3,2,2
1993,2,2,3,-0.507265982,4,4,4,4,2,1,2,1,1,5,1,0,100,100,7,5,4,2
1988,2,2,,-0.507020248,4,3,5,3,2,4,3,2,2,1,1,1,39,39,9,6,3,2
2002,2,1,7,-0.506741108,4,2,5,5,2,4,1,1,1,2,1,3,1,1,3,6,7,1
1983,2,2,6,-0.506011515,4,3,5,3,2,9,11,1,2,2,1,0,39,39,7,5,7,1
2001,2,2,6,-0.505749652,4,3,4,4,2,6,1,1,1,2,1,0,1,1,5,5,2,2
1998,1,2,6,-0.50509452,3,3,4,3,2,6,11,1,2,2,1,0,1,1,7,5,2,2
1988,1,2,6,-0.50508499,4,4,5,5,1,4,2,1,2,2,1,0,1,1,9,3,3,4
1999,1,1,6,-0.504693743,4,4,3,5,2,6,1,1,1,5,1,0,1,1,6,3,5,2
1984,1,2,6,-0.504327563,4,4,4,5,2,10,6,1,1,2,1,0,1,1,10,3,2,2
1987,1,3,,-0.503051654,4,4,5,5,2,6,1,2,1,1,1,1,106,200,14,6,2,2
1988,1,2,3,-0.502607432,4,4,3,3,2,11,8,2,1,1,1,0,39,39,9,4,7,1
1993,2,2,2,-0.502121524,7,7,4,4,2,1,4,1,2,2,2,0,100,100,9,4,4,3
1999,2,2,6,-0.502018677,4,2,4,5,2,1,1,1,1,2,1,0,1,1,5,4,2,2
1972,1,3,3,-0.501963907,6,7,3,4,1,7,6,1,2,5,2,0,1,1,7,7,2,3
2005,2,1,,-0.501882536,4,3,5,5,2,,,1,1,,,3,1,1,2,,2,2
1996,2,2,6,-0.500792378,5,3,5,4,2,8,6,1,1,2,1,0,1,1,9,5,3,2
1993,2,2,6,-0.500213162,4,4,3,5,2,,,1,2,2,1,0,1,1,6,2,3,4
1982,2,2,6,-0.499851482,4,4,3,4,1,5,4,2,1,1,1,1,153,153,9,7,7,1
2001,1,2,6,-0.497346025,4,4,4,4,2,4,2,1,1,2,1,0,1,1,5,4,7,1
,,,,-0.49706585,,,,,,,,,,,,,,,,,,
1997,2,2,6,-0.497038737,2,2,5,5,2,1,1,4,1,1,1,4,1,1,7,2,2,2
,,,,-0.496837063,4,3,3,4,2,,,1,2,2,1,,1,1,9,,,
1993,1,2,6,-0.496774986,4,4,3,5,2,3,7,1,1,2,1,0,225,225,7,6,3,2
1985,1,2,3,-0.496665113,4,4,4,5,1,8,11,1,1,2,1,0,100,100,14,,2,3
1977,1,2,6,-0.495537689,4,4,3,5,1,7,6,1,2,2,1,0,1,1,7,6,7,1
1978,2,2,6,-0.495128618,5,4,4,5,2,10,8,5,1,5,2,4,1,1,9,5,7,2
1983,2,2,6,-0.494137819,4,4,4,4,1,11,8,1,1,2,1,0,39,39,7,5,2,1
1990,1,3,5,-0.493810951,6,4,5,5,2,1,6,5,1,5,1,0,83,83,7,4,3,4
1993,1,2,6,-0.493642059,4,4,5,5,2,3,7,1,1,2,1,0,1,1,5,3,2,2
1992,1,2,6,-0.493632714,4,4,4,4,2,3,11,1,1,2,1,3,1,1,9,7,7,1
1976,2,2,6,-0.493589731,2,2,4,4,1,11,7,1,1,2,1,0,225,225,8,5,7,1
1987,2,2,6,-0.492631244,5,4,4,4,2,3,8,1,1,2,1,0,153,153,9,6,7,1
1999,2,2,6,-0.492357208,,,,,,,,,,,,,1,1,7,3,8,2
1963,2,2,6,-0.49234402,2,6,5,5,2,5,10,1,2,1,2,4,1,1,8,7,2,2
1996,2,2,6,-0.492123677,3,4,3,2,2,,,7,,7,,,1,1,7,7,7,1
,2,1,6,-0.490786977,1,4,4,5,2,5,6,1,1,2,1,4,1,1,7,5,2,2
1992,1,2,6,-0.490621773,4,3,4,4,2,3,6,1,1,2,1,0,1,1,7,6,7,1
1988,1,2,6,-0.490343479,4,4,3,4,2,2,11,1,1,2,1,0,225,225,7,7,7,1
1991,2,2,6,-0.490317996,4,4,4,4,2,2,11,5,2,5,2,1,85,,9,6,2,2
1955,2,2,7,-0.489959051,4,4,5,5,2,11,9,1,2,2,1,0,1,1,9,6,8,3
1999,2,2,6,-0.489854014,5,3,4,4,2,6,1,1,1,2,1,1,162,162,7,3,7,1
1998,2,2,5,-0.4896867,4,4,4,4,2,1,1,1,1,2,1,0,1,1,6,5,3,4
1986,2,2,6,-0.489660173,4,4,5,5,2,5,11,1,1,2,1,0,1,1,12,7,7,1
1988,2,2,6,-0.489495559,4,4,4,4,2,3,11,1,1,2,1,0,82,82,9,5,7,1
2000,2,,1,-0.489130964,4,4,3,5,2,1,2,1,1,2,2,0,1,1,4,7,8,4
1999,1,2,6,-0.488549553,5,4,5,5,2,6,1,1,1,7,,0,1,1,7,4,7,1
1993,2,,6,-0.488441725,4,4,4,5,1,4,8,1,1,2,1,4,1,1,5,3,3,4
1996,1,2,5,-0.488039652,4,4,3,5,2,3,11,1,1,2,1,0,1,1,8,7,3,3
1987,2,1,8,-0.487784065,1,2,5,5,1,6,6,1,1,2,1,0,231,139,7,6,2,2
1986,2,2,3,-0.487459314,4,2,4,5,1,11,7,1,2,2,1,0,100,1,14,6,4,3
,2,2,6,-0.486873654,4,4,5,5,2,,,1,1,2,1,1,1,1,3,6,5,2
1999,1,,6,-0.486236228,6,6,5,5,2,1,2,1,1,2,1,0,1,1,4,4,7,1
1989,1,2,3,-0.486223233,4,5,4,5,2,4,3,1,1,2,1,0,100,39,7,4,4,2
1992,2,1,8,-0.485935428,4,4,5,5,2,3,11,1,1,7,,1,1,1,7,6,,2
1997,2,2,6,-0.485923952,4,4,4,4,2,4,11,1,2,2,1,0,1,1,7,7,7,1
1990,1,2,6,-0.485859898,4,4,3,3,2,11,7,1,1,2,1,0,1,1,9,7,7,1
1991,2,2,,-0.485122371,6,6,5,5,2,3,6,1,2,2,1,0,241,206,12,2,7,1
2004,1,2,6,-0.484983405,5,3,5,2,2,6,1,7,,7,,3,1,1,3,7,7,1
1987,1,2,6,-0.484950613,6,6,3,3,2,11,6,2,1,1,1,0,1,1,7,4,7,1
2000,1,2,6,-0.484865421,7,1,5,5,2,8,1,1,1,2,1,0,39,39,5,4,2,2
1966,2,2,6,-0.483531114,4,4,4,5,1,11,8,1,1,2,1,0,1,1,9,6,2,3
1994,1,3,3,-0.483269079,4,4,4,4,2,1,6,5,2,1,2,1,100,100,7,4,7,2
1968,1,2,6,-0.483073283,4,4,5,5,2,8,11,1,1,2,1,0,1,1,6,6,7,1
1996,2,1,6,-0.48271059,4,4,5,5,2,1,2,1,1,5,1,,139,139,7,5,7,1
,,,,-0.482475752,7,4,5,5,2,5,6,1,1,2,1,4,,,,,,
2000,2,2,6,-0.48226974,4,4,4,4,2,8,1,1,1,2,1,0,1,1,5,6,7,1
1978,2,2,6,-0.482139333,4,4,5,4,2,8,7,1,2,2,1,0,1,1,9,5,3,3
1983,1,2,6,-0.48096666,7,6,4,5,2,5,7,1,2,2,1,0,1,1,6,4,2,2
2000,2,2,6,-0.480726781,4,4,4,5,2,1,1,1,1,2,1,0,1,1,5,4,7,1
,,,,-0.480109636,4,4,3,5,2,1,2,1,2,2,2,4,,,,,,
1984,2,2,6,-0.479955957,7,1,4,5,1,8,1,1,1,2,1,0,1,1,5,3,7,2
1987,1,2,7,-0.479801137,4,4,4,4,2,3,6,1,2,2,1,0,102,74,9,6,7,1
1965,1,2,6,-0.479602068,4,4,3,4,2,,,1,1,2,1,0,225,225,7,3,7,1
1982,2,,8,-0.478703178,4,3,5,5,1,11,4,1,1,2,1,1,1,1,12,6,5,1
1999,1,2,6,-0.478465,4,4,5,5,2,,,2,1,1,1,,1,1,5,4,7,1
1981,2,1,8,-0.478092877,4,3,5,5,1,11,11,1,1,2,1,0,1,1,7,6,5,3
1985,2,2,6,-0.47806429,4,4,5,5,2,5,11,1,2,2,1,0,1,1,9,7,7,1
1982,2,2,6,-0.477892036,4,4,3,4,1,5,6,1,2,2,1,0,82,39,12,4,3,2
1985,1,2,6,-0.47778444,4,2,4,4,2,3,11,7,,7,,0,1,1,9,6,3,2
,2,,,-0.477721698,4,4,4,4,,,,,,,,,,1,,,,
1996,2,2,7,-0.477580743,5,4,5,4,2,,,2,1,1,1,,1,1,8,5,2,3
1970,1,2,6,-0.477543298,6,4,2,5,2,9,7,1,1,2,1,0,1,1,7,6,7,2
1984,2,2,6,-0.47720364,4,4,5,4,2,5,2,1,1,7,,1,177,153,9,6,7,1
1987,1,2,6,-0.476596008,4,4,5,2,2,10,7,1,1,2,1,0,225,225,7,7,7,1
,,,,-0.474412926,,,,,,,,,,,,,,,,,,
1968,1,2,6,-0.47430941,4,4,3,5,1,10,9,1,1,2,1,0,14,14,9,,7,1
2000,2,1,8,-0.474225138,4,4,3,2,2,3,4,2,1,1,2,1,1,1,5,4,3,2
1991,2,2,6,-0.473965133,4,4,3,4,2,9,5,7,,5,1,0,1,1,13,4,5,1
2002,2,2,,-0.47381246,4,3,5,5,2,4,,1,1,2,1,0,1,1,3,6,7,1
1999,2,1,6,-0.473773357,2,2,5,4,2,1,1,1,1,7,,3,174,1,5,4,3,3
