birthyear,birthSex,ethnicityomb,raceomb_002,dscore,assocareer,assofamily,impcareer,impfamily,num_childunder18,anninc,percentanninc,primary1,num_primary1a,secondary1,num_secondary1a,surnameused,countrycit_num,countryres_num,edu,politicalid_7,religion2014,religionid
1972,2,2,6,0.853832097,4,3,4,5,1,7,7,1,1,2,1,0,1,1,8,4,3,3
1970,2,2,,0.853851437,5,2,3,5,1,6,6,1,1,2,1,4,1,1,7,2,2,3
,2,,,0.854020939,4,4,4,5,2,,,1,1,2,1,,,,,,,
1994,2,2,2,0.85404382,5,3,4,5,2,6,1,1,2,2,1,1,113,1,7,5,2,2
2003,2,2,6,0.854154662,5,2,5,5,2,3,1,1,2,2,1,0,1,1,3,2,3,2
1992,1,2,6,0.854235672,5,4,4,5,1,7,7,1,1,7,,1,39,39,7,6,7,1
1972,1,2,,0.854238846,4,4,3,5,1,,9,1,1,2,1,0,82,82,9,7,7,2
,2,2,,0.854315122,1,1,2,2,2,11,4,1,1,7,,4,1,225,7,4,8,3
1981,1,2,6,0.85434646,6,6,4,4,2,6,7,1,1,2,1,0,225,225,13,5,2,2
2000,2,2,6,0.854447408,5,2,4,5,2,4,1,1,1,2,2,0,1,1,4,2,5,4
1998,2,2,6,0.854477581,5,3,4,5,2,5,3,1,2,2,2,0,1,1,7,5,3,4
1976,1,2,6,0.854573113,4,1,4,4,1,9,9,3,1,2,1,0,225,225,5,2,7,1
1990,1,1,7,0.854676223,7,7,4,4,2,5,1,1,1,2,1,0,1,1,8,2,7,1
2000,1,2,6,0.854761937,4,3,4,4,2,5,1,2,1,1,1,0,1,1,5,3,8,2
1988,1,2,2,0.854776056,6,4,3,5,2,4,11,1,2,6,2,1,192,192,7,2,3,4
1951,2,2,6,0.854812363,4,4,2,5,2,3,11,1,2,2,1,4,1,1,5,4,3,3
1993,2,2,6,0.854953094,5,3,4,4,2,1,1,1,1,7,,1,225,225,9,6,7,1
1989,1,2,6,0.855081857,4,3,2,2,2,3,11,1,1,2,1,1,155,155,7,6,7,1
,,,,0.85531938,4,4,5,5,2,,,1,1,,,,,,,,,
1991,,,,0.855381587,4,3,4,4,2,5,11,1,2,2,1,0,1,,7,6,5,2
1973,2,,,0.855388821,5,2,3,5,1,7,7,1,1,2,1,0,1,1,8,3,3,3
2004,2,2,6,0.855401621,4,1,5,5,2,4,1,7,,7,,0,1,1,3,6,2,3
1990,2,2,6,0.855492073,4,3,3,4,2,6,11,1,2,2,1,0,1,1,7,5,7,1
1961,2,2,6,0.855520853,4,4,3,5,2,4,11,1,1,2,1,0,225,225,7,6,7,2
1993,2,2,6,0.855650612,5,2,5,4,2,2,11,1,2,2,1,3,1,1,8,6,7,1
1971,1,2,6,0.855927875,5,4,3,4,1,9,11,1,2,2,1,0,1,1,7,7,7,1
,2,2,6,0.856014746,5,1,4,5,1,,9,1,1,2,1,1,1,1,11,5,3,2
1993,2,1,6,0.856036635,5,3,5,5,2,2,11,1,1,2,1,1,139,139,8,6,2,1
1968,2,2,6,0.856399551,3,5,5,5,2,11,9,1,1,2,1,0,1,1,9,4,3,3
2001,2,2,6,0.856402159,4,3,4,5,2,11,1,1,2,2,1,0,1,1,5,4,3,4
1991,2,2,6,0.856526534,4,2,5,5,2,9,7,6,2,1,1,0,225,225,8,7,2,1
1999,1,1,6,0.856564456,4,4,4,3,2,7,2,1,1,2,1,3,82,82,7,7,7,1
1993,2,2,6,0.856726286,5,2,5,5,2,,,1,2,2,1,0,1,1,8,6,2,3
1973,2,2,6,0.856856804,4,4,3,4,2,7,11,1,1,2,1,0,225,225,9,4,7,1
1991,2,3,7,0.857248078,6,1,5,5,2,1,11,1,2,2,1,0,100,100,9,4,6,4
1975,2,3,6,0.857580941,4,4,4,4,2,2,11,1,1,7,,4,223,223,9,6,7,1
1998,2,2,6,0.857660109,4,4,4,5,2,3,3,1,1,2,1,0,1,1,8,4,3,4
1980,2,2,6,0.857742037,7,5,3,4,1,11,1,1,1,2,1,4,14,14,9,6,5,2
1975,2,3,6,0.857836521,4,4,4,4,1,11,5,2,1,1,1,1,82,82,9,5,3,4
1992,1,1,8,0.85787102,4,3,4,5,2,4,7,1,1,2,1,0,1,1,8,6,3,2
1992,2,2,6,0.857888209,4,2,4,4,2,3,11,,,,,0,1,1,7,7,7,2
1997,2,2,6,0.857922234,5,2,4,5,2,6,2,1,1,2,1,0,1,1,6,3,7,1
1976,2,2,6,0.857929514,4,2,4,4,1,11,9,1,2,2,1,0,1,1,9,6,7,1
1999,2,,6,0.857945613,4,1,5,5,2,9,,1,2,2,1,,1,1,5,4,2,3
1998,2,2,6,0.857964663,4,2,4,4,2,10,1,1,1,2,1,0,1,1,5,6,3,4
1999,2,2,6,0.858100787,4,3,5,5,2,6,3,1,1,2,1,0,1,1,4,2,2,3
1990,2,2,6,0.858133607,4,3,4,4,2,5,4,3,1,4,2,0,200,177,9,6,2,3
1998,2,2,6,0.858257829,4,2,4,5,2,6,2,1,1,2,1,0,1,1,5,4,7,1
1963,2,2,6,0.858268216,4,3,4,5,2,11,8,1,1,2,1,4,1,1,9,2,2,4
2001,2,1,6,0.858618653,2,3,3,5,2,2,3,7,,1,2,0,1,1,4,1,2,3
1987,1,2,6,0.858667502,4,4,4,4,2,11,8,1,1,5,2,0,82,207,12,1,2,2
1984,2,2,6,0.85870605,5,3,4,5,2,3,11,1,1,2,1,0,104,104,7,7,7,1
1975,2,,6,0.858844957,7,3,4,5,2,8,11,1,1,2,1,0,82,82,9,4,3,3
1980,2,2,6,0.859058134,4,4,3,5,1,11,4,1,1,2,1,3,1,1,11,7,5,1
1968,2,,,0.859130062,4,4,3,2,2,10,8,1,1,5,2,4,155,155,5,6,7,1
2001,1,2,,0.859246815,5,4,4,5,2,4,1,1,1,7,,0,1,1,5,5,3,3
1999,2,2,6,0.859292307,4,2,5,4,2,1,,5,1,7,,4,1,1,5,1,3,3
1992,2,2,5,0.85934035,1,2,5,5,2,1,1,6,1,6,1,0,1,1,9,7,3,4
1975,2,2,6,0.859419629,2,2,5,5,2,11,8,1,1,2,1,4,1,1,7,3,3,2
1985,2,2,6,0.859462037,6,3,5,5,1,5,11,5,1,5,1,0,1,1,5,3,7,1
1993,2,2,6,0.859501662,4,4,4,3,2,3,11,1,1,2,1,0,225,225,7,5,7,1
1991,2,2,6,0.859686789,4,3,4,5,2,2,11,1,1,7,,3,1,1,7,7,5,2
1959,2,2,6,0.859808986,6,4,1,4,2,6,,1,1,2,1,4,1,1,9,6,7,2
1997,1,2,6,0.859819308,4,4,2,4,2,1,3,1,2,5,1,2,1,1,4,6,7,1
2004,2,2,6,0.859833342,4,2,4,5,2,5,1,1,2,2,1,0,1,1,3,4,7,1
1994,2,2,6,0.85989614,4,3,5,5,2,3,11,7,,7,,1,106,82,9,6,7,1
1974,2,1,6,0.859917031,4,4,5,5,1,11,11,1,1,2,1,1,139,139,9,6,2,2
1971,2,3,6,0.860233528,5,4,4,5,2,7,8,1,1,2,1,4,14,14,7,6,7,1
1977,2,2,6,0.860292797,6,1,5,5,1,11,6,1,2,2,1,0,1,1,7,5,8,3
1998,2,2,6,0.860329256,6,1,4,5,2,3,1,1,1,2,1,1,1,1,4,2,2,3
1990,2,2,6,0.860573506,6,3,5,4,2,2,11,1,1,2,1,0,178,153,9,6,2,3
1973,2,2,6,0.860672535,3,4,5,5,1,7,3,1,2,2,1,1,1,1,5,6,7,1
1990,2,2,6,0.860709037,4,3,3,4,2,2,11,1,2,4,1,4,1,1,7,6,7,2
1963,2,2,6,0.860805358,4,3,2,5,2,5,11,1,1,7,,0,1,1,5,3,3,3
,2,,,0.860914853,5,2,4,5,2,3,2,1,1,4,1,0,,,,,,
1999,1,3,6,0.860958887,4,4,5,4,2,1,1,1,1,7,,2,82,82,5,2,7,1
2000,1,2,6,0.86099831,6,3,5,5,2,11,2,1,2,2,1,0,1,1,5,4,7,1
1965,1,2,6,0.860999127,4,4,4,5,2,11,8,1,1,2,1,0,28,39,8,5,7,1
1964,2,2,6,0.861030505,6,1,4,5,2,11,6,1,1,7,,0,1,1,14,2,2,4
,2,2,6,0.861053335,6,2,3,5,2,,,1,1,2,1,,1,1,,6,3,4
1997,2,2,6,0.861218857,1,4,5,3,2,8,1,1,1,2,1,0,1,1,7,3,2,1
2005,1,2,2,0.861317169,4,4,5,4,2,,,1,2,2,1,1,192,192,,3,7,1
1998,2,1,6,0.861361476,4,3,5,3,2,11,1,1,2,2,1,1,11,139,7,4,7,1
1983,2,3,6,0.861607835,5,2,4,5,1,3,11,1,1,2,1,1,1,1,5,4,7,2
1984,1,2,6,0.861770566,4,4,4,4,2,4,7,1,2,2,1,1,106,106,5,6,2,2
2000,2,2,6,0.861846761,6,2,5,4,2,10,1,7,,7,,1,1,1,5,6,7,1
,2,,,0.861980523,4,4,3,4,2,,,1,1,2,1,,1,1,7,2,3,3
2001,2,3,6,0.862018852,1,6,4,3,2,,,1,1,2,1,,1,1,5,3,3,3
1997,2,2,6,0.862066156,4,3,4,5,2,6,5,1,1,2,1,0,1,1,7,5,2,4
1983,1,2,6,0.862348291,5,4,4,5,1,9,10,1,1,2,1,0,1,1,10,6,7,1
1990,2,2,5,0.862419375,5,2,5,5,1,4,11,1,1,2,1,0,39,39,5,5,3,2
1998,1,2,6,0.862451908,3,4,4,5,2,11,2,1,1,2,1,0,1,1,8,3,3,4
1986,1,1,6,0.862700475,4,4,4,4,2,3,8,1,2,2,1,0,106,106,9,6,7,2
1998,2,2,6,0.862771273,4,2,4,3,2,6,,1,1,2,1,0,1,1,5,7,7,1
1983,2,2,6,0.86287835,4,3,3,3,2,3,11,1,1,2,1,1,1,1,9,7,7,1
1993,1,2,2,0.862903035,5,2,4,4,2,4,,6,1,6,1,0,1,1,9,6,2,3
1981,2,2,6,0.862963134,4,4,3,5,1,5,4,2,1,1,1,4,1,1,5,6,7,1
1998,2,1,,0.863062948,7,1,5,5,2,1,2,1,2,1,1,3,139,1,6,6,2,3
1973,2,2,6,0.863127248,4,3,3,5,1,11,7,6,1,6,1,0,39,39,7,6,7,1
1973,2,2,6,0.863165712,5,3,4,5,1,7,5,1,1,2,1,1,1,225,7,5,3,1
1975,2,2,,0.863231961,4,3,4,4,1,9,9,1,1,2,1,4,1,1,10,6,3,3
1988,2,1,7,0.863272586,1,4,5,4,1,2,9,4,1,1,1,4,1,1,7,4,3,3
1965,2,2,6,0.86332847,4,4,3,3,2,11,7,1,2,2,2,0,39,39,5,4,3,2
1999,2,2,6,0.863412838,4,3,4,5,2,6,1,1,1,2,1,0,1,1,5,3,7,2
1997,1,2,5,0.863526462,4,1,4,5,2,6,7,2,1,1,1,0,1,1,7,3,2,4
1959,2,2,6,0.863566411,3,4,3,5,2,6,5,1,2,2,1,0,1,1,6,4,3,1
1988,1,2,6,0.863610555,7,4,4,3,2,4,11,1,1,7,,1,39,39,12,5,7,1
1992,2,2,6,0.863638997,4,4,4,3,2,,,7,,7,,1,14,14,7,6,5,1
1976,2,2,6,0.863664986,7,6,4,5,2,8,7,2,1,1,1,0,98,98,14,4,7,1
1975,1,2,6,0.863692003,6,7,3,5,1,11,6,1,1,2,1,0,1,1,7,2,2,2
1998,2,2,6,0.863786761,4,3,4,5,2,3,8,1,2,2,1,0,1,1,7,2,3,3
1994,1,2,6,0.863855202,2,2,3,4,2,3,7,,,,,,225,225,7,5,7,2
1986,2,3,6,0.86387806,4,4,4,5,1,9,7,1,1,4,1,0,1,1,7,3,3,3
1971,1,3,6,0.864034613,7,4,2,5,1,8,6,1,2,2,1,0,82,207,12,7,3,2
2001,2,2,,0.864042985,6,2,4,5,2,5,1,1,1,2,1,1,1,1,5,4,3,3
1989,2,3,3,0.864195516,6,6,4,4,2,4,11,1,2,1,2,0,192,37,7,6,6,2
2003,2,2,6,0.864254247,4,3,5,5,2,11,1,1,1,2,1,1,1,1,3,4,2,2
1980,1,2,2,0.864716905,4,3,4,5,2,6,11,1,1,2,1,0,1,1,8,6,7,1
1978,2,3,8,0.864756229,6,6,4,5,1,5,7,1,2,2,1,1,100,155,8,4,2,3
,2,2,6,0.864756505,4,4,4,4,2,,,1,1,4,1,1,1,1,7,6,7,1
1967,2,,6,0.864839601,7,1,4,5,1,10,7,1,1,2,1,0,1,1,7,3,2,3
1974,2,2,,0.864862602,5,3,4,4,1,6,7,1,2,2,1,0,153,153,12,5,7,1
2002,2,1,6,0.864923278,2,4,5,5,2,3,4,1,2,6,2,1,1,1,4,4,2,2
2000,2,3,6,0.865108492,4,4,4,4,2,1,2,1,1,2,1,0,218,57,4,4,6,2
1999,2,1,,0.86518949,1,1,3,2,2,6,6,3,2,4,2,2,56,1,3,4,7,1
1985,2,,,0.865218644,5,6,5,5,2,,,1,1,2,1,,1,1,8,,2,2
1992,2,2,5,0.865372017,6,1,5,5,2,2,6,1,1,2,1,0,1,1,12,5,3,4
1972,2,2,6,0.865482147,4,2,4,5,2,3,11,1,1,4,1,1,1,1,5,7,3,3
1985,1,2,,0.865550949,4,4,4,5,2,6,4,1,1,2,1,0,207,207,12,6,7,1
1974,2,2,6,0.865574686,4,4,5,5,2,2,11,1,1,2,1,0,1,1,8,1,8,3
1996,1,1,7,0.865628308,5,5,4,4,2,3,4,1,1,5,2,1,1,1,6,4,7,1
1990,2,,8,0.865643622,6,2,4,4,2,3,11,1,1,5,1,1,107,1,7,4,3,3
1995,2,2,6,0.865652738,4,4,3,3,2,4,11,1,2,2,1,0,1,1,9,6,7,1
2002,2,1,6,0.865706103,4,4,3,4,2,6,1,7,,7,,1,1,1,4,4,7,2
,2,2,6,0.865729285,5,3,5,4,2,10,11,1,1,2,1,0,1,1,12,7,2,3
1993,2,2,6,0.865792908,7,3,5,5,2,3,11,1,1,4,1,0,1,1,7,6,3,2
1969,2,1,6,0.865941961,4,3,4,5,2,4,11,1,2,4,1,4,1,1,7,5,3,2
1999,2,1,7,0.865983839,1,1,5,5,2,5,2,7,,7,,0,1,1,5,4,2,3
1989,2,2,6,0.866008525,6,3,4,5,2,8,7,1,1,2,1,0,82,82,12,4,2,2
1955,2,2,6,0.866038735,1,1,3,3,2,5,1,1,1,7,,0,1,1,5,6,2,3
1976,2,2,6,0.86607066,4,4,,,1,5,6,1,1,2,1,0,1,1,6,4,3,1
1974,1,2,6,0.866131145,5,4,3,3,1,11,11,1,1,2,1,0,1,1,11,2,3,4
1985,2,2,6,0.866186905,6,4,4,5,1,3,8,1,1,2,1,1,106,106,9,5,2,3
1991,2,2,3,0.866186951,4,4,4,4,2,10,11,1,2,2,1,0,100,1,8,5,4,2
1977,2,1,8,0.866554465,6,1,5,4,1,3,11,1,1,7,,0,39,39,6,6,7,1
1999,2,2,6,0.866663477,4,4,4,5,2,9,1,1,1,2,1,0,1,1,8,2,3,4
1988,1,2,5,0.866746906,4,4,4,4,2,4,11,1,1,2,1,0,1,1,7,5,7,2
1981,2,2,6,0.866864876,3,3,5,4,1,,,1,2,2,1,4,39,39,9,,3,4
1980,2,2,,0.866999856,4,1,3,5,2,4,11,1,1,2,1,0,1,1,9,4,3,2
2001,2,2,6,0.867017762,4,4,4,4,2,2,1,7,,7,,0,1,1,5,3,3,3
1996,2,2,6,0.867027919,5,2,4,5,2,5,7,1,2,2,1,0,1,1,6,3,2,2
1988,2,2,6,0.867396322,1,1,5,5,2,3,11,1,1,2,1,,1,1,7,2,3,3
1995,2,2,6,0.867774891,4,4,3,5,2,,,1,1,2,1,0,1,1,8,6,2,3
1967,2,2,6,0.867959487,4,4,5,5,2,6,6,1,1,4,1,4,1,1,9,7,3,2
1984,2,2,6,0.868008356,5,4,3,5,1,4,6,1,1,4,1,1,1,1,8,4,3,3
1979,2,2,5,0.868123447,4,4,4,5,1,7,7,1,2,2,1,0,1,1,9,,3,2
1995,1,,7,0.868167064,6,6,4,4,2,3,11,2,1,1,2,0,100,82,7,6,4,4
1975,2,2,6,0.868194075,4,4,4,5,2,5,11,1,1,2,1,0,1,1,7,6,3,3
1977,1,2,6,0.868217028,5,2,4,3,2,1,9,1,2,2,1,0,104,104,7,6,7,1
1989,2,2,3,0.868261239,1,1,2,3,2,5,1,1,2,2,1,0,151,1,6,7,4,3
1991,2,2,6,0.868816056,6,2,5,5,2,3,,1,1,2,1,0,1,1,11,5,2,2
1999,2,2,6,0.868849135,4,4,4,5,2,11,2,1,2,2,1,0,1,1,5,5,7,1
1957,2,1,,0.86885978,4,4,5,5,2,2,5,5,1,5,2,1,1,1,,2,3,4
1985,2,2,6,0.868987589,4,3,4,5,1,5,11,1,1,2,1,0,1,1,9,5,3,2
2001,2,2,6,0.869049926,4,4,5,5,2,,1,1,1,2,1,0,1,1,5,4,7,1
1990,2,2,6,0.869057977,4,4,3,5,1,2,2,1,1,2,1,4,1,1,5,4,7,1
1999,2,2,2,0.869202306,5,4,4,4,2,5,1,1,1,7,,1,113,113,4,4,7,2
1980,2,2,6,0.869229347,1,4,1,1,1,4,6,6,1,1,2,4,1,1,4,4,7,1
1986,2,2,6,0.869237524,2,5,5,5,1,2,5,1,1,1,2,0,1,39,7,4,2,3
1965,2,1,7,0.869350097,4,2,3,5,2,6,11,1,2,5,2,0,1,1,9,4,2,2
1963,2,1,6,0.869371443,7,6,4,4,2,6,5,1,2,2,1,1,,1,11,7,7,4
1991,2,2,6,0.869588962,4,4,4,5,2,6,5,2,1,5,1,0,1,1,7,6,2,2
2003,2,2,8,0.86961231,4,3,3,2,2,5,1,1,2,2,1,0,1,1,4,4,6,3
1941,1,3,6,0.869621341,5,4,3,3,2,6,9,1,1,7,,0,1,39,8,5,8,2
1985,2,2,3,0.869731355,4,3,5,5,1,11,6,1,2,2,1,1,100,1,9,4,4,2
1995,2,2,6,0.869901578,4,4,4,4,2,2,6,1,2,2,1,0,1,1,8,5,2,3
,2,,,0.869915013,4,3,5,5,2,,1,6,1,6,1,1,1,1,,7,7,1
2000,1,,,0.869964227,4,3,4,4,2,1,,1,1,5,2,1,1,1,4,4,,2
,,,,0.870008113,4,4,,,2,,6,1,2,5,1,1,,,,,,
1979,2,2,6,0.870264778,1,1,5,5,1,6,11,1,1,2,1,1,1,1,9,7,5,3
1961,1,,6,0.870315688,6,2,3,4,1,11,11,1,2,2,2,4,173,173,4,6,2,2
2002,2,2,6,0.870328918,4,3,5,4,2,6,1,2,1,1,1,0,1,1,3,6,7,2
1988,2,1,6,0.870381578,2,2,5,4,1,2,11,2,1,7,,0,1,1,5,4,8,3
2005,2,2,4,0.870665807,4,3,4,5,2,,1,1,1,2,1,0,1,1,3,2,2,2
1985,1,1,6,0.870813626,4,4,4,4,1,4,9,2,1,1,1,4,200,225,9,6,7,1
1961,1,2,6,0.870871278,4,4,5,3,2,11,11,1,2,2,1,0,1,1,14,3,7,2
1989,2,2,6,0.870928005,4,4,4,4,2,8,5,1,1,4,1,1,21,1,9,4,7,2
1984,2,2,5,0.871042194,4,4,5,4,2,1,11,1,2,1,2,0,1,1,5,2,3,3
1968,2,2,6,0.871147554,4,2,4,5,1,3,11,1,1,2,1,0,241,1,6,4,2,2
1989,2,2,6,0.871238658,6,3,5,5,2,6,8,1,1,2,1,4,1,1,7,6,3,1
1999,2,1,6,0.871375144,5,2,4,4,2,2,1,1,1,7,,1,1,1,5,7,3,3
1999,1,2,5,0.8713924,4,4,5,5,2,6,1,5,2,5,1,1,1,1,4,5,2,3
1977,2,2,6,0.871653261,4,4,4,5,1,3,2,,,,,,1,1,6,1,3,4
1979,2,2,6,0.871840154,2,3,5,5,1,8,10,1,2,2,1,0,1,1,9,6,7,1
1980,1,2,6,0.871937635,4,4,4,4,1,8,11,1,2,2,1,0,1,1,7,6,7,1
1989,1,2,6,0.872444125,4,2,4,4,2,5,11,1,1,2,1,0,14,14,13,4,7,1
1980,1,2,6,0.872486246,4,4,4,4,1,9,8,1,1,2,1,0,225,225,9,6,3,1
1990,2,2,5,0.872498787,2,1,4,5,2,4,6,1,1,5,2,1,1,1,9,6,3,2
1978,2,2,6,0.872553774,5,3,4,4,1,11,6,1,1,2,1,4,1,1,12,6,7,1
1996,2,2,7,0.872643954,4,2,5,5,2,3,11,1,2,2,1,1,1,1,9,6,1,2
2002,2,2,5,0.872968597,4,4,4,5,2,5,1,1,1,2,1,0,1,1,3,4,3,4
1990,1,2,6,0.872969189,6,2,3,3,2,,,1,2,2,1,,1,1,7,5,7,1
1969,2,,8,0.873374331,4,4,4,5,2,,7,1,1,7,,4,1,1,9,3,2,3
1979,1,2,6,0.873512033,4,4,3,2,2,11,7,5,2,1,1,0,225,225,9,4,7,1
1994,2,2,6,0.87357433,6,2,4,5,2,2,11,1,1,2,1,0,98,98,7,4,2,2
1996,2,2,6,0.873594108,5,3,5,5,2,6,1,1,1,2,1,0,1,1,7,5,3,3
1987,2,2,6,0.874119102,7,1,3,5,1,6,4,1,2,2,1,4,1,1,5,5,3,3
,1,2,6,0.874549065,6,2,4,3,,4,,2,2,1,1,0,1,1,3,7,7,2
1999,2,2,6,0.87456401,5,3,5,4,2,,,1,1,2,1,4,14,14,,,7,1
1992,2,2,6,0.874728497,5,2,4,2,2,3,11,1,1,2,1,0,1,1,11,2,2,3
1994,2,1,6,0.874757533,4,2,5,5,2,2,5,1,1,2,1,3,169,1,6,4,2,3
2000,1,2,5,0.875177067,4,3,5,3,2,,,6,2,1,1,0,1,1,5,5,3,3
1998,1,2,2,0.875267011,6,3,4,3,2,7,1,1,1,6,1,1,209,209,5,4,7,3
2000,2,2,,0.87566297,5,2,4,4,2,6,1,1,2,2,1,0,1,1,5,6,2,3
2001,2,2,6,0.875717875,4,1,5,5,2,,,1,2,2,1,0,1,1,4,4,2,2
1981,1,2,6,0.87575313,5,3,4,4,1,,7,1,1,2,1,1,39,207,12,6,2,2
1960,1,2,6,0.875932126,4,4,3,5,2,11,11,1,1,7,,0,1,1,9,2,3,2
1991,2,2,6,0.875987161,4,3,4,5,2,4,6,1,2,2,1,0,1,1,13,3,2,2
1982,2,2,6,0.876079626,7,3,2,5,2,4,11,1,1,2,1,0,155,155,4,4,7,1
2002,2,2,6,0.876178566,6,2,5,5,2,8,1,1,2,2,1,0,1,1,3,7,7,1
1985,2,2,6,0.876247702,4,3,5,5,1,9,9,2,1,5,1,4,1,1,6,2,7,1
1999,1,2,6,0.876278684,7,3,5,4,2,11,1,,,,,0,1,1,6,1,2,2
1945,1,2,6,0.876329362,7,6,4,4,2,4,7,5,1,1,1,0,1,1,8,2,3,3
1976,2,2,6,0.876357708,5,3,4,5,1,11,4,1,1,2,1,0,1,1,9,4,3,3
1990,1,3,2,0.876387221,4,4,4,5,1,7,8,5,2,1,1,1,45,82,9,3,7,1
1991,2,,2,0.876396283,7,2,4,5,2,5,11,1,2,2,1,1,1,1,5,2,3,4
1981,1,1,6,0.876396953,5,3,4,5,1,11,8,5,2,1,1,1,1,1,7,5,2,3
1996,2,,6,0.876443425,5,3,4,5,2,,,1,1,2,1,0,14,14,7,5,2,1
1991,2,1,,0.876544989,1,2,5,5,2,2,3,1,1,2,1,0,1,1,7,4,2,3
2001,2,2,6,0.8767219,4,4,4,5,2,6,2,1,1,2,1,1,1,1,5,2,7,1
,1,,,0.876736801,7,7,4,4,1,7,9,1,1,2,1,0,,1,12,2,7,1
1994,2,2,3,0.876762851,4,4,4,3,2,2,11,1,2,2,1,1,100,1,9,7,7,1
2001,2,2,,0.876807938,4,4,4,4,2,4,1,1,1,2,1,0,1,1,5,4,2,3
1972,2,2,6,0.876944457,4,4,3,3,2,11,11,1,2,2,1,0,1,1,9,6,2,2
1992,1,2,5,0.876949748,4,4,1,1,2,3,6,7,,,,0,1,1,7,4,7,1
1976,2,2,6,0.877099029,4,4,4,5,1,4,6,2,1,1,1,,225,225,7,6,3,2
1979,2,2,6,0.877154019,4,3,5,5,1,7,11,1,1,2,1,0,1,1,5,6,7,1
1993,2,2,6,0.877203235,4,4,4,5,2,5,5,3,1,2,1,0,1,1,8,7,3,2
1971,2,2,6,0.877242769,4,1,5,5,2,2,11,1,2,2,1,0,1,1,7,2,2,3
1985,2,2,6,0.877261869,4,4,3,5,2,6,5,1,1,2,1,0,1,1,5,5,2,3
1992,1,2,5,0.877290026,5,4,4,5,2,11,7,1,1,2,1,1,1,1,7,6,6,2
1999,2,2,6,0.877360453,4,2,3,5,2,11,1,1,2,2,1,0,1,1,4,4,3,1
1993,2,2,2,0.87751783,6,4,5,5,2,7,7,7,,7,,1,1,1,7,6,7,1
,2,2,6,0.877550504,4,4,3,5,2,2,11,1,2,2,1,0,1,1,6,2,3,4
1968,2,2,6,0.877777824,4,2,5,5,1,10,7,1,1,2,1,0,1,1,9,5,5,1
2000,2,1,7,0.877922537,3,6,3,5,2,7,1,5,1,1,1,4,1,1,4,6,2,2
1999,2,2,6,0.878373163,4,4,5,5,2,4,1,1,2,2,1,0,1,1,5,4,7,2
1996,2,2,3,0.878479007,4,4,5,4,2,6,3,1,2,2,1,0,1,1,9,6,7,1
1987,2,2,3,0.878785097,4,4,4,4,2,3,11,1,1,5,1,1,170,1,11,6,2,2
1981,2,2,6,0.878874239,5,2,2,5,1,2,2,1,1,7,,2,1,1,7,6,7,1
1972,2,2,6,0.878896519,4,3,3,4,2,3,11,1,1,7,,0,1,1,9,2,3,4
1994,2,2,6,0.878975626,1,6,4,5,2,2,6,1,1,2,1,0,1,1,5,2,3,3
1975,2,,,0.879010505,2,2,4,5,1,,,1,1,2,1,1,45,45,9,2,7,1
1971,2,2,,0.879118916,5,4,4,5,1,4,8,1,1,2,1,,225,225,5,3,2,1
2000,2,2,6,0.879262711,4,3,4,4,2,5,1,1,1,2,1,1,1,1,5,4,7,2
2003,2,2,2,0.879276947,1,1,2,2,2,,,,,,,,1,1,3,4,8,3
2001,1,2,3,0.879507773,6,3,4,3,2,,,1,1,2,1,,39,39,4,6,7,1
1999,2,2,6,0.879648326,6,3,3,5,2,10,1,1,1,2,1,0,1,1,5,4,2,3
2003,2,2,6,0.879719568,6,2,3,5,2,7,1,1,1,2,1,0,1,1,3,1,3,4
1992,2,2,6,0.879756977,4,4,3,5,1,2,6,1,1,2,1,0,1,1,5,4,2,2
2000,2,2,2,0.879769143,4,4,4,5,2,3,1,1,1,2,1,1,1,1,8,3,2,4
1999,2,2,6,0.879770192,5,2,5,4,2,6,1,1,1,2,1,1,1,1,5,6,7,1
1996,1,3,5,0.879783147,5,3,4,5,2,,,,,,,0,83,83,4,4,2,4
1977,1,2,,0.879835114,4,4,4,5,1,9,8,1,1,2,1,0,75,75,9,4,2,1
1957,2,1,6,0.879904412,7,2,4,3,2,4,11,5,1,1,1,4,1,1,7,2,3,2
1993,2,2,6,0.879949643,4,3,2,5,1,2,11,1,1,5,1,1,1,1,8,6,7,2
,2,,,0.879993153,5,1,4,5,2,9,7,1,1,5,2,4,1,1,7,4,2,2
1980,1,2,,0.880136923,5,3,4,5,1,5,8,1,1,2,1,1,106,82,12,5,2,3
1998,2,2,6,0.880339559,4,4,4,5,2,1,11,7,,7,,0,1,1,5,2,3,3
1970,2,2,6,0.880401746,4,4,5,5,1,8,11,1,2,2,1,0,225,225,9,7,3,3
1969,2,2,6,0.88040687,4,4,5,5,1,10,6,1,1,2,1,1,39,39,9,7,7,1
1994,1,3,6,0.880569461,4,4,4,5,2,2,11,1,1,2,1,0,75,75,9,4,7,1
,2,2,6,0.880835379,4,4,3,4,2,,,1,1,2,1,0,1,1,9,3,7,1
1981,1,2,3,0.880864037,5,7,3,4,1,2,5,1,2,2,1,1,100,100,9,6,7,1
1998,2,2,6,0.881107016,4,4,4,4,2,10,1,7,,7,,3,1,1,7,7,7,1
1991,1,2,6,0.881290341,5,2,5,2,2,11,5,1,1,5,2,0,1,1,7,5,7,1
1995,2,2,,0.881336761,4,4,4,5,2,2,8,6,1,6,1,1,153,1,4,6,7,1
